intervencion_id,archivo_origen,actor,etiqueta_ia_original,es_relevante_ia_original,etiqueta_v2_vigente,es_relevante_v2_vigente,etiqueta_v3,es_relevante_v3,resultado_revision,confianza_revision,cita_literal_espacios_normalizados,fundamento_revision,sha256_texto,n_caracteres_texto
RPM-2007-09-13:1459:2,data/etiquetas/etiquetas_escalado_r14.csv,Rodrigo Valdés Pulido,hawkish,1,hawkish,1,hawkish,1,compatible,alta,es difícil argumentar a favor de una opción diferente a la de aumentar la tasa de política monetaria en 25 puntos base,Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,40d482a34efc2a4eaa031be9abf9496ad0a9ba913ce492d0d4c1268711193123,11451
RPM-2008-01-10:1618:1,data/etiquetas/etiquetas_escalado_r14.csv,Sergio Lehmann Beresi,neutral,1,neutral,1,neutral,1,compatible,alta,"se presentó una caída significativa en las tasas de interés a largo plazo, particularmente en Estados Unidos de América",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,77d0eee0caebb8eacd24bd404f63e4c6513ed6186b0babc9991bc16f639b742b,10308
RPM-2012-08-16:4976:1,data/etiquetas/etiquetas_escalado_r14.csv,Sergio Lehmann Beresi,neutral,1,neutral,1,neutral,1,compatible,alta,"la Reserva Federal ha mantenido la política monetaria, lo cual ha generado un sentimiento levemente más positivo en los mercados financieros",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,f0e2d392cfaded2bf4f8028065ffefa7bad9e4cebe1934d0ada9e99b0a497a99,7564
RPM-2008-08-14:2041:1,data/etiquetas/etiquetas_escalado_r14.csv,Enrique Marshall Rivera,hawkish,1,hawkish,1,hawkish,1,compatible,alta,"se inclina por un alza de 50 puntos base, pero para ser congruente con lo señalado, estima que la orientación de la política debe mantener el sesgo restrictivo que traía",Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,a33153997e2730ce944e0d7663ca5474808eaa70e5c92d4393bbecc553e1ba2d,6967
RPM-2011-02-17:3810:1,data/etiquetas/etiquetas_escalado_r14.csv,Sebastián Claro Edwards,hawkish,1,hawkish,1,hawkish,1,compatible,alta,"la mejor alternativa sea un aumento de la TPM en 25 puntos base en esta ocasión, ya que la normalización gradual de la política monetaria se condice con las condiciones generales de la economía",Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,c05b01214201e6a7fe7cc23e3e4abe74db30a55d63ff36a51037150e2be61b63,6479
RPM-2013-06-13:5632:1,data/etiquetas/etiquetas_escalado_r14.csv,Manuel Marfán Lewis,neutral,1,dovish,1,dovish,1,compatible,alta,"coincide con la recomendación del staff y, por lo tanto, expresa que su voto es por mantener la Tasa de Política Monetaria en 5% anual",Compatible con dovish: dirección respaldada en la unidad. No depende solo del menú o fase.,0026173ff766fd3aa08e265ac6c8ef17957074e482f4a1125140a72639d2285a,6383
RPM-2008-02-07:1684:1,data/etiquetas/etiquetas_escalado_r14.csv,José De Gregorio Rebeco,dovish,1,hawkish,1,hawkish,1,compatible,media,las noticias han sido suficientemente significativas para hacer que la mantención de la Tasa de Política Monetaria sea la alternativa más aconsejable en esta ocasión,Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,a17b0aca10114d90546604942bf347ca1a8d2dcc030f5bae8692e4dcfe73c877,5816
RPM-2014-05-15:6234:1,data/etiquetas/etiquetas_escalado_r14.csv,Rodrigo Vergara Montes,dovish,1,dovish,1,dovish,1,compatible,media,"su voto es por mantener la Tasa de Política Monetaria en 4,0% anual y el sesgo expansivo",Compatible con dovish: dirección respaldada en la unidad. No depende solo del menú o fase.,130eb6d9025ae98dff48ad01abcc197287da60589f07abbb70b586734a48a0b3,4434
RPM-2012-09-13:5089:1,data/etiquetas/etiquetas_escalado_r14.csv,Enrique Marshall Rivera,neutral,1,neutral,1,neutral,1,compatible,alta,"la opción que predomina ampliamente es la de mantener la tasa rectora y que, en tal sentido, coincide con lo planteado en la minuta de la Gerencia de División Estudios",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,404fd94956f6e1951fba1dd76960cd2bec61a84cc0cfc6cb3669797853d5dfce,4581
RPM-2009-04-09:2498:1,data/etiquetas/etiquetas_escalado_r14.csv,Manuel Marfán Lewis,dovish,1,dovish,1,dovish,1,compatible,alta,le parece que lo prudente es reducir en 50 puntos base la tasa de interés en esta ocasión,Compatible con dovish: dirección respaldada en la unidad. No depende solo del menú o fase.,c033f1802016400017d58c2cec739499a156217d10660cf223a7a1168c5e965d,4220
