intervencion_id,metodo,etiqueta,prob_hawkish,prob_dovish,prob_neutral,score,frase_justificante,confianza,es_relevante,nota,ronda,version_codebook,fecha,etiquetador
RPM-2007-09-13:1459:2,ia_ronda,hawkish,0.95,0.00,0.05,0.95,es difícil argumentar a favor de una opción diferente a la de aumentar la tasa de política monetaria en 25 puntos base,alta,1,,escalado_t10_r14,v2,2026-09-15,ia_agente
RPM-2008-01-10:1618:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"se presentó una caída significativa en las tasas de interés a largo plazo, particularmente en Estados Unidos de América",alta,1,,escalado_t10_r14,v2,2026-09-15,ia_agente
RPM-2012-08-16:4976:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"la Reserva Federal ha mantenido la política monetaria, lo cual ha generado un sentimiento levemente más positivo en los mercados financieros",alta,1,,escalado_t10_r14,v2,2026-09-15,ia_agente
RPM-2008-08-14:2041:1,ia_ronda,hawkish,0.95,0.00,0.05,0.95,"se inclina por un alza de 50 puntos base, pero para ser congruente con lo señalado, estima que la orientación de la política debe mantener el sesgo restrictivo que traía",alta,1,,escalado_t10_r14,v2,2026-09-15,ia_agente
RPM-2011-02-17:3810:1,ia_ronda,hawkish,0.95,0.00,0.05,0.95,"la mejor alternativa sea un aumento de la TPM en 25 puntos base en esta ocasión, ya que la normalización gradual de la política monetaria se condice con las condiciones generales de la economía",alta,1,,escalado_t10_r14,v2,2026-09-15,ia_agente
RPM-2013-06-13:5632:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"coincide con la recomendación del staff y, por lo tanto, expresa que su voto es por mantener la Tasa de Política Monetaria en 5% anual",alta,1,,escalado_t10_r14,v2,2026-09-15,ia_agente
RPM-2008-02-07:1684:1,ia_ronda,dovish,0.00,0.65,0.35,-0.65,las noticias han sido suficientemente significativas para hacer que la mantención de la Tasa de Política Monetaria sea la alternativa más aconsejable en esta ocasión,media,1,,escalado_t10_r14,v2,2026-09-15,ia_agente
RPM-2014-05-15:6234:1,ia_ronda,dovish,0.00,0.55,0.45,-0.55,"su voto es por mantener la Tasa de Política Monetaria en 4,0% anual y el sesgo expansivo",media,1,,escalado_t10_r14,v2,2026-09-15,ia_agente
RPM-2012-09-13:5089:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"la opción que predomina ampliamente es la de mantener la tasa rectora y que, en tal sentido, coincide con lo planteado en la minuta de la Gerencia de División Estudios",alta,1,,escalado_t10_r14,v2,2026-09-15,ia_agente
RPM-2009-04-09:2498:1,ia_ronda,dovish,0.00,0.95,0.05,-0.95,le parece que lo prudente es reducir en 50 puntos base la tasa de interés en esta ocasión,alta,1,,escalado_t10_r14,v2,2026-09-15,ia_agente
RPM-2008-09-04:2094:1,ia_ronda,hawkish,0.95,0.00,0.05,0.95,"vota por subir la Tasa de Política Monetaria en 50 puntos base, manteniendo un tono hawkish en el Comunicado",alta,1,,escalado_t10_r14,v2,2026-09-15,ia_agente
RPM-2010-04-15:3076:1,ia_ronda,hawkish,0.70,0.00,0.30,0.70,se deberá comenzar a normalizar en los meses venideros,alta,1,,escalado_t10_r14,v2,2026-09-15,ia_agente
RPM-2015-06-11:6856:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"manifiesta que su voto es por mantener la TPM, tal como lo sugiere la Gerencia de División Estudios",alta,1,,escalado_t10_r14,v2,2026-09-15,ia_agente
RPM-2009-04-09:2492:1,ia_ronda,dovish,0.00,0.85,0.15,-0.85,"una reducción de 50 puntos base, con un sesgo relativamente distinto al anterior, podría lograr dicho objetivo",alta,1,,escalado_t10_r14,v2,2026-09-15,ia_agente
RPM-2006-07-13:745:4,ia_ronda,neutral,0.00,0.00,1.00,0.00,"eso ha llevado a revisar la proyección para este año de US$ 2.60 la libra, que se indicaba hace un mes atrás, a US$ 2.90 la libra",alta,1,,escalado_t10_r14,v2,2026-09-15,ia_agente
RPM-2014-01-16:5990:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"hasta esta fecha, no se advierte traspaso ni efectos del reciente shock de precios sobre otros indicadores, tales como los salarios nominales, expectativas o inflación de servicios",alta,1,,escalado_t10_r14,v2,2026-09-15,ia_agente
RPM-2013-01-17:5322:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"manifiesta su concordancia con la recomendación del staff, razón por la cual vota por mantener la TPM en 5%",alta,1,,escalado_t10_r14,v2,2026-09-15,ia_agente
