intervencion_id,metodo,etiqueta,prob_hawkish,prob_dovish,prob_neutral,score,frase_justificante,confianza,es_relevante,nota,ronda,version_codebook,fecha,etiquetador
RPM-2008-01-10:1628:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"si respecto del Dólar Chile se está apreciando, respecto del tipo de cambio multilateral se mantiene constante",alta,1,,escalado_t06_r10,v2,2026-09-15,ia_agente
RPM-2008-02-07:1644:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,,alta,0,fijacion de fecha e invitacion a exponer (logistica),escalado_t06_r10,v2,2026-09-15,ia_agente
RPM-2008-02-07:1648:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"la inflación en Asia está disminuyendo un poco. En su opinión, ese no es el caso de China",alta,1,,escalado_t06_r10,v2,2026-09-15,ia_agente
RPM-2008-02-07:1674:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"las decisiones del Banco de Inglaterra y el Banco Central Europeo, principalmente respecto a los sesgos que incluyeron en el fundamento de sus decisiones",alta,1,,escalado_t06_r10,v2,2026-09-15,ia_agente
RPM-2008-03-13:1731:1,ia_ronda,dovish,0.00,0.70,0.30,-0.70,"su voto es por mantener la Tasa de Política Monetaria en 6,25%",alta,1,,escalado_t06_r10,v2,2026-09-15,ia_agente
RPM-2008-03-13:1731:2,ia_ronda,hawkish,0.55,0.00,0.45,0.55,"vota por mantener la tasa de política monetaria en su nivel actual, manteniendo el sesgo al alza en el Comunicado",media,1,,escalado_t06_r10,v2,2026-09-15,ia_agente
RPM-2008-04-10:1778:1,ia_ronda,dovish,0.00,0.65,0.35,-0.65,"la decisión adecuada es precisamente la misma, esto es, continuar con la misma tasa vigente en la actualidad",alta,1,,escalado_t06_r10,v2,2026-09-15,ia_agente
RPM-2008-04-10:1782:1,ia_ronda,dovish,0.00,0.65,0.35,-0.65,"la balanza se inclina, claramente, a mantener la Tasa de Política Monetaria en su nivel actual de 6,25%, eliminando el sesgo de política hacia delante",alta,1,,escalado_t06_r10,v2,2026-09-15,ia_agente
RPM-2008-05-08:1786:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,,alta,0,encabezado de acta: lista de asistentes y fecha,escalado_t06_r10,v2,2026-09-15,ia_agente
RPM-2008-05-08:1789:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,puede que esos inventarios no sean deseados,alta,1,,escalado_t06_r10,v2,2026-09-15,ia_agente
