intervencion_id,metodo,etiqueta,prob_hawkish,prob_dovish,prob_neutral,score,frase_justificante,confianza,es_relevante,nota,ronda,version_codebook,fecha,etiquetador
RPM-2014-02-18:6015:4,ia_ronda,neutral,0.00,0.00,1.00,0.00,"las proyecciones del WEO muestran correcciones al alza para el crecimiento mundial en el año 2014, en línea con lo contemplado en el IPoM",alta,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
RPM-2013-07-11:5641:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,las señales entregadas por el Presidente de la FED el día de ayer contribuyeron a frenar esta alza,alta,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
RPM-2009-04-09:2497:1,ia_ronda,dovish,0.00,0.95,0.05,-0.95,"su voto es por bajar la Tasa de Política Monetaria en 50 puntos base hasta 1,75%",alta,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
RPM-2015-12-17:7163:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,las reacciones al alza de tasa en Estados Unidos de América han sido bastante acotadas,alta,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
RPM-2007-10-11:1519:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,en esta ocasión lo apropiado es mantener la Tasa de Política Monetaria a la espera de acumular más antecedentes,alta,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
RPM-2010-08-12:3337:1,ia_ronda,hawkish,0.60,0.00,0.40,0.60,lo más adecuado sería continuar con el proceso paulatino y gradual de normalización de la política monetaria,media,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
RPM-2009-04-09:2494:1,ia_ronda,dovish,0.00,0.85,0.15,-0.85,su juicio es más bien hacia un recorte más audaz que un recorte menos audaz en la Tasa de Política Monetaria,alta,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
RPM-2013-02-14:5393:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,la opción de política monetaria que predomina ampliamente es la de mantener la tasa,alta,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
RPM-2012-11-13:5215:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,en esta oportunidad lo más adecuado es mantener la Tasa de Política Monetaria en 5% anual y el tenor del Comunicado,alta,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
RPM-2012-06-14:4897:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"la decisión correcta es la de mantener la TPM en su nivel actual del 5% anual, con un sesgo neutral para las próximas decisiones",alta,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
RPM-2007-06-14:1305:1,ia_ronda,hawkish,0.70,0.00,0.30,0.70,introducir claramente un sesgo al alza en el Comunicado,alta,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
RPM-2013-11-19:5900:1,ia_ronda,dovish,0.00,0.80,0.20,-0.80,todo ello apunta en la dirección de recomendar una nueva baja de la tasa rectora,alta,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
RPM-2008-01-10:1636:1,ia_ronda,hawkish,0.95,0.00,0.05,0.95,se inclina por un aumento de 25 puntos base en la Tasa de Política Monetaria,alta,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
RPM-2007-03-15:1167:1,ia_ronda,hawkish,0.55,0.00,0.45,0.55,desde el IPoM han surgido una serie de noticias que le imponen un sesgo al alza a las proyecciones de inflación del escenario central,media,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
RPM-2006-11-16:979:1,ia_ronda,dovish,0.00,0.60,0.40,-0.60,sería muy conveniente que en la actualidad y en el comunicado se dé una señal hacia una mayor neutralidad en el sesgo implícito de los movimientos futuros,media,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
RPM-2010-01-14:2883:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"la implicancia fundamental es la de no innovar, por lo que vota por mantener la TPM en su nivel actual y continuar con el programa anunciado",alta,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
RPM-2007-09-13:1468:1,ia_ronda,hawkish,0.95,0.00,0.05,0.95,su voto es por un aumento de 25 puntos base en la Tasa de Política Monetaria,alta,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
RPM-2014-09-11:6437:1,ia_ronda,dovish,0.00,0.95,0.05,-0.95,la de reducir la TPM en 25 puntos base se impone en esta oportunidad,alta,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
RPM-2011-05-12:4045:1,ia_ronda,hawkish,0.90,0.00,0.10,0.90,"comunicar a la opinión pública, a los agentes y al mercado, que la tasa rectora de llegada está aún más arriba y que es cercana a 6%",alta,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
RPM-2011-02-17:3731:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"se mantienen las expectativas de alzas de la TPM, con trayectorias algo más aceleradas en América Latina y un ligero adelanto en las economías desarrolladas",alta,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
RPM-2014-09-11:6397:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,las condiciones financieras internacionales exhibieron mejoras durante el último mes,alta,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
RPM-2006-03-16:621:1,ia_ronda,dovish,0.00,0.70,0.30,-0.70,"se inclina más por una nueva pausa que por un alza, por el sólo hecho que sorprendería menos al mercado",alta,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
RPM-2010-07-15:3276:1,ia_ronda,hawkish,0.70,0.00,0.30,0.70,la vigorosa recuperación de la economía hace anticipar que la inflación irá en aumento,alta,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
RPM-2010-01-14:2844:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"la actividad continúa recuperándose a nivel global, destacando algunas cifras positivas en el caso de la producción industrial en Japón",alta,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
RPM-2015-07-14:6881:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,la información disponible no es suficiente para descartar que un descalabro mayor en dicha economía sea inocuo para el resto de Europa,alta,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
RPM-2011-02-17:3813:3,ia_ronda,hawkish,0.95,0.00,0.05,0.95,El Consejo reitera que será necesario continuar reduciendo el estímulo monetario en los meses venideros,alta,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
RPM-2015-04-16:6698:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,los datos de crecimiento mundial para los años 2015 y 2016 coinciden con los contemplados en dicho Informe,alta,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
RPM-2009-06-16:2602:1,ia_ronda,dovish,0.00,0.95,0.05,-0.95,será necesario mantener el estímulo monetario por un tiempo más prolongado que el implícito en los precios de activos financieros,alta,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
RPM-2009-05-07:2550:1,ia_ronda,dovish,0.00,0.95,0.05,-0.95,El Consejo no descarta que sea necesario reducir nuevamente la TPM,alta,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
RPM-2014-05-15:6189:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"sugieren que el rebalanceo se está produciendo, pero a una velocidad distinta de la anticipada",alta,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
RPM-2010-11-16:3569:1,ia_ronda,hawkish,0.70,0.00,0.30,0.70,"lo lógico es que la inflación adquiera una cierta normalización, por lo que nuevamente es preventivo y protege reaccionar a esa realidad",media,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
RPM-2012-03-15:4689:2,ia_ronda,neutral,0.00,0.00,1.00,0.00,"para esta Reunión, el mercado espera unánimemente una mantención de la TPM en 5%",alta,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
RPM-2013-04-11:5492:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,reitera la conveniencia de contar con el gráfico antedicho para efectos de favorecer una buena discusión sobre la materia,alta,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
RPM-2008-07-10:1953:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,existe un riesgo por menor inflación si efectivamente se obtiene una buena cosecha de perecibles,alta,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
RPM-2015-02-12:6620:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"los últimos datos confirmarían que el mayor deterioro de la actividad, observado mes a mes desde el segundo semestre de 2014, se ha detenido",alta,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
RPM-2015-02-12:6624:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,manifiesta su preocupación por una convergencia de la inflación al interior del rango meta que se ha aplazado más allá de lo previsto,alta,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
RPM-2015-10-15:7058:5,ia_ronda,neutral,0.00,0.00,1.00,0.00,un mercado laboral relativamente dinámico respecto de la situación de crecimiento que exhibe la región,alta,1,,escalado_t12_r16,v2,2026-09-15,ia_agente
