intervencion_id,metodo,etiqueta,prob_hawkish,prob_dovish,prob_neutral,score,frase_justificante,confianza,es_relevante,nota,ronda,version_codebook,fecha,etiquetador
RPM-2005-05-12:267:1,ia_ronda,dovish,0.0,0.75,0.25,-0.75,"que le inclinarían por tomar este mes de mayo como apropiado para hacer una pausa, vale decir, mantener la tasa actual",alta,1,,escalado_t04_r08,v2,2026-09-15,ia_agente
RPM-2005-05-12:268:1,ia_ronda,hawkish,0.9,0.0,0.1,0.9,que la opción de alza de 25 puntos base domina inambiguamente a la mantención de la tasa de política monetaria en esta oportunidad,alta,1,,escalado_t04_r08,v2,2026-09-15,ia_agente
RPM-2005-05-12:269:1,ia_ronda,neutral,0.0,0.25,0.75,-0.25,"no se corre riesgo, y no debiéramos extrañarnos que el IPCX1 frente al shock que hemos tenido durante algún tiempo sea el 3%",media,1,,escalado_t04_r08,v2,2026-09-15,ia_agente
RPM-2005-05-12:270:1,ia_ronda,neutral,0.25,0.0,0.75,0.25,estamos muy bajo la neutral y eso es indiscutible,media,1,,escalado_t04_r08,v2,2026-09-15,ia_agente
RPM-2005-05-12:271:1,ia_ronda,hawkish,0.85,0.0,0.15,0.85,el escenario es apropiado para la opción de un aumento de tasas,alta,1,,escalado_t04_r08,v2,2026-09-15,ia_agente
RPM-2005-05-12:272:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,,alta,0,transito procedimental: apertura de la votacion,escalado_t04_r08,v2,2026-09-15,ia_agente
RPM-2005-05-12:273:1,ia_ronda,hawkish,0.95,0.0,0.05,0.95,vota por elevar la tasa de política monetaria en 25 puntos base,alta,1,,escalado_t04_r08,v2,2026-09-15,ia_agente
RPM-2005-05-12:274:1,ia_ronda,hawkish,0.95,0.0,0.05,0.95,se inclina en el día de hoy por un alza de 25 puntos base en la tasa de política monetaria,alta,1,,escalado_t04_r08,v2,2026-09-15,ia_agente
RPM-2005-05-12:275:1,ia_ronda,hawkish,0.95,0.0,0.05,0.95,Por ello vota por un alza de la TPM de 25 puntos base,alta,1,,escalado_t04_r08,v2,2026-09-15,ia_agente
RPM-2005-05-12:276:1,ia_ronda,hawkish,0.95,0.0,0.05,0.95,hoy su voto es por subir la tasa de política monetaria en 25 puntos base,alta,1,,escalado_t04_r08,v2,2026-09-15,ia_agente
RPM-2005-05-12:277:1,ia_ronda,hawkish,0.95,0.0,0.05,0.95,su voto también es por subir la TPM en 25 puntos base en esta ocasión,alta,1,,escalado_t04_r08,v2,2026-09-15,ia_agente
RPM-2005-05-12:278:1,ia_ronda,hawkish,0.95,0.0,0.05,0.95,"Se acuerda aumentar la tasa de interés de política monetaria en 25 puntos base hasta 3,25% anual",alta,1,,escalado_t04_r08,v2,2026-09-15,ia_agente
RPM-2005-06-09:279:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,,alta,0,encabezado de acta: lista de asistentes y fecha,escalado_t04_r08,v2,2026-09-15,ia_agente
RPM-2005-06-09:280:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,,alta,0,fijacion de fecha de sesion futura (logistica),escalado_t04_r08,v2,2026-09-15,ia_agente
RPM-2005-06-09:280:2,ia_ronda,neutral,0.0,0.0,1.0,0.0,"Todo esto lleva a esperar un crecimiento del PIB del orden de 5,9% para el segundo trimestre",alta,1,,escalado_t04_r08,v2,2026-09-15,ia_agente
RPM-2005-06-09:280:3,ia_ronda,neutral,0.0,0.0,1.0,0.0,el Fondo Monetario había efectuado una revisión a la baja de su proyección de tasa,alta,1,,escalado_t04_r08,v2,2026-09-15,ia_agente
RPM-2005-06-09:280:4,ia_ronda,neutral,0.0,0.0,1.0,0.0,"Europa se ve más débil, y en menor medida, en América Latina",alta,1,,escalado_t04_r08,v2,2026-09-15,ia_agente
RPM-2005-06-09:280:5,ia_ronda,neutral,0.0,0.0,1.0,0.0,las razones del alza y posterior de las tasas de interés de los Pagarés Descontables del Banco Central,alta,1,,escalado_t04_r08,v2,2026-09-15,ia_agente
RPM-2005-06-09:280:6,ia_ronda,neutral,0.0,0.0,1.0,0.0,la evolución de estas tasas refleja los cambios en la estructura de remuneración de los depósitos en moneda nacional que sirven para constituir reserva técnica,alta,1,,escalado_t04_r08,v2,2026-09-15,ia_agente
RPM-2005-06-09:280:7,ia_ronda,neutral,0.0,0.0,1.0,0.0,si esto no tiene que ver con el episodio de falta de liquidez,alta,1,,escalado_t04_r08,v2,2026-09-15,ia_agente
RPM-2005-06-09:280:8,ia_ronda,neutral,0.0,0.0,1.0,0.0,Esta situación distorsiona la lectura que se puede hacer a partir de este instrumento acerca de las expectativas sobre la política monetaria,alta,1,,escalado_t04_r08,v2,2026-09-15,ia_agente
RPM-2005-06-09:281:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,es deseable que esta compensación se mueva en esa forma,alta,1,,escalado_t04_r08,v2,2026-09-15,ia_agente
RPM-2005-06-09:281:2,ia_ronda,neutral,0.0,0.0,1.0,0.0,"La venta corta, por ejemplo, que podrían hacer las Administradoras de Fondos de Pensiones de papeles del Banco Central de Chile, no pueden realizarla, lo que dificulta los arbitrajes",alta,1,,escalado_t04_r08,v2,2026-09-15,ia_agente
RPM-2005-06-09:281:3,ia_ronda,neutral,0.0,0.0,1.0,0.0,algunos inversionistas parecen privilegiar el alto retorno nominal de corto plazo asociado a variaciones puntuales de la UF,alta,1,,escalado_t04_r08,v2,2026-09-15,ia_agente
RPM-2005-06-09:281:4,ia_ronda,neutral,0.0,0.0,1.0,0.0,"no le convence ese razonamiento, porque las ganancias de capital que hay en una pequeña fluctuación de la tasa de interés en un bono a diez años",alta,1,,escalado_t04_r08,v2,2026-09-15,ia_agente
RPM-2005-06-09:282:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,cuando ya se tuvo claro que no era ruido y era una cosa que seguía para abajo se bajó un punto la tasa usando esa información,alta,1,,escalado_t04_r08,v2,2026-09-15,ia_agente
RPM-2005-06-09:283:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,en el caso de Chile no se observa mas volatilidad que lo que se observa en los Estados Unidos de América,alta,1,,escalado_t04_r08,v2,2026-09-15,ia_agente
RPM-2005-06-09:283:2,ia_ronda,neutral,0.0,0.0,1.0,0.0,"La inflación anual del IPC se ubicaría en 3,1% a fines de año, valor 0,3pp. mayor que el del Informe de Política Monetaria",alta,1,,escalado_t04_r08,v2,2026-09-15,ia_agente
RPM-2005-06-09:284:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,,alta,0,ofrecimiento de la palabra,escalado_t04_r08,v2,2026-09-15,ia_agente
RPM-2005-06-09:285:1,ia_ronda,neutral,0.35,0.0,0.65,0.35,el balance de riesgos respecto a esas proyecciones es de precios más altos,media,1,,escalado_t04_r08,v2,2026-09-15,ia_agente
RPM-2005-06-09:285:2,ia_ronda,neutral,0.0,0.0,1.0,0.0,"la información es en todo caso muy parecida, la única diferencia es una décima de crecimiento",alta,1,,escalado_t04_r08,v2,2026-09-15,ia_agente
