intervencion_id,metodo,etiqueta,prob_hawkish,prob_dovish,prob_neutral,score,frase_justificante,confianza,es_relevante,nota,ronda,version_codebook,fecha,etiquetador
RPM-2007-09-13:1434:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"los datos del mercado laboral del mes de julio continuaron mostrando un crecimiento importante del empleo en términos anuales de 3,2%",alta,1,,escalado_t11_r15,v2,2026-09-15,ia_agente
RPM-2012-02-14:4648:1,ia_ronda,neutral,0.00,0.35,0.65,-0.35,"no se pueden descartar bajas futuras de la tasa rectora, aunque las condiciones actuales no permiten observar con claridad su oportunidad y la magnitud de ellas",media,1,,escalado_t11_r15,v2,2026-09-15,ia_agente
RPM-2007-08-09:1398:1,ia_ronda,hawkish,0.95,0.00,0.05,0.95,el alza de 25 puntos base debe ser acompañada de un Comunicado que explicite un sesgo más marcado que en reuniones anteriores,alta,1,,escalado_t11_r15,v2,2026-09-15,ia_agente
RPM-2008-01-10:1637:1,ia_ronda,hawkish,0.95,0.00,0.05,0.95,las únicas opciones a considerar para la Reunión de hoy son un aumento de 25 puntos base o un incremento mayor de 50 puntos base,alta,1,,escalado_t11_r15,v2,2026-09-15,ia_agente
RPM-2014-05-15:6193:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"las expectativas para la TPM se han ajustado al alza, esperándose solo un recorte adicional",alta,1,,escalado_t11_r15,v2,2026-09-15,ia_agente
RPM-2011-03-17:3889:2,ia_ronda,hawkish,0.90,0.00,0.10,0.90,"considera que lo prudente sería apurar el ritmo de normalización de la política monetaria, dado el vigor del crecimiento interno",alta,1,,escalado_t11_r15,v2,2026-09-15,ia_agente
RPM-2007-05-10:1254:1,ia_ronda,hawkish,0.55,0.00,0.45,0.55,este cambio en el panorama tiene implícito una modificación entre 50 y 100 puntos base en la Tasa de Política Monetaria,media,1,,escalado_t11_r15,v2,2026-09-15,ia_agente
RPM-2014-05-15:6212:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"el IPC del mes de abril registró una variación muy superior a la esperada internamente, debido a las sorpresas provenientes principalmente de los ítems core",alta,1,,escalado_t11_r15,v2,2026-09-15,ia_agente
RPM-2011-04-12:3966:1,ia_ronda,hawkish,0.95,0.00,0.05,0.95,es este espacio el que justifica un alza de 50pb en esta ocasión,alta,1,,escalado_t11_r15,v2,2026-09-15,ia_agente
RPM-2014-11-18:6492:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"para esta Reunión, el mercado espera mayoritariamente la mantención de la TPM en 3%",alta,1,,escalado_t11_r15,v2,2026-09-15,ia_agente
RPM-2011-09-15:4332:1,ia_ronda,dovish,0.00,0.65,0.35,-0.65,"su voto también es por mantener la tasa en un 5,25%, con un sesgo neutral",alta,1,,escalado_t11_r15,v2,2026-09-15,ia_agente
RPM-2015-04-16:6744:2,ia_ronda,dovish,0.00,0.55,0.45,-0.55,enfatiza sobre el papel preponderante que le cabe a la política monetaria en la recuperación del ritmo de crecimiento económico,media,1,,escalado_t11_r15,v2,2026-09-15,ia_agente
RPM-2012-02-14:4584:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"también experimentó un aumento de 2%, empujado por todos sus componentes, con excepción de la carne, cuya alza fue inferior a 2%",alta,1,,escalado_t11_r15,v2,2026-09-15,ia_agente
RPM-2007-05-10:1261:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"es razonable, en esta ocasión, mantener la tasa de instancia en 5%",alta,1,,escalado_t11_r15,v2,2026-09-15,ia_agente
RPM-2006-12-14:1019:1,ia_ronda,hawkish,0.70,0.00,0.30,0.70,le parece prematuro optar por una baja en la tasa de interés y para ello se deben acumular más antecedentes,alta,1,,escalado_t11_r15,v2,2026-09-15,ia_agente
RPM-2010-04-15:3063:2,ia_ronda,neutral,0.00,0.00,1.00,0.00,en marzo han continuado aumentando las colocaciones tanto de consumo como de vivienda y comerciales,alta,1,,escalado_t11_r15,v2,2026-09-15,ia_agente
RPM-2006-05-11:674:1,ia_ronda,dovish,0.00,0.70,0.30,-0.70,"hay espacio para hacer una pausa en el proceso de normalización, a la espera de nueva información",alta,1,,escalado_t11_r15,v2,2026-09-15,ia_agente
RPM-2014-04-17:6165:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,la mediana de los encuestados considera la posibilidad de que se produzcan dos recortes en los próximos meses,alta,1,,escalado_t11_r15,v2,2026-09-15,ia_agente
RPM-2015-09-15:7011:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"los datos de capacidad instalada del IMCE de julio y agosto son bastante negativos, con niveles cercanos a mínimos históricos",alta,1,,escalado_t11_r15,v2,2026-09-15,ia_agente
RPM-2014-06-12:6294:1,ia_ronda,dovish,0.00,0.70,0.30,-0.70,El Consejo evaluará la posibilidad de introducir recortes adicionales de la TPM de acuerdo a la evolución de las condiciones macroeconómicas internas y externas,alta,1,,escalado_t11_r15,v2,2026-09-15,ia_agente
RPM-2012-10-18:5158:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"el PIB se mantiene creciendo a su tasa de tendencia, mientras que la demanda interna muestra signos incipientes de aceleración",alta,1,,escalado_t11_r15,v2,2026-09-15,ia_agente
RPM-2007-12-13:1614:1,ia_ronda,hawkish,0.95,0.00,0.05,0.95,Esta decisión es necesaria para reducir los riesgos de propagación de la mayor inflación actual hacia costos y expectativas,alta,1,,escalado_t11_r15,v2,2026-09-15,ia_agente
RPM-2014-11-18:6511:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,manifiesta su concordancia con que la única opción relevante es mantener la TPM en 3%,alta,1,,escalado_t11_r15,v2,2026-09-15,ia_agente
RPM-2011-10-13:4380:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"para esta Reunión, el mercado espera una mantención de la tasa de política monetaria",alta,1,,escalado_t11_r15,v2,2026-09-15,ia_agente
RPM-2014-01-16:5972:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"en términos netos sería más positivo para Chile, aunque reconoce que el panorama se ha tornado complejo",alta,1,,escalado_t11_r15,v2,2026-09-15,ia_agente
RPM-2011-07-14:4213:1,ia_ronda,hawkish,0.85,0.00,0.15,0.85,serán necesarios aumentos adicionales en la tasa de polítíca monetaria,alta,1,,escalado_t11_r15,v2,2026-09-15,ia_agente
