intervencion_id,metodo,etiqueta,prob_hawkish,prob_dovish,prob_neutral,score,frase_justificante,confianza,es_relevante,nota,ronda,version_codebook,fecha,etiquetador
RPM-2009-07-09:2644:2,ia_ronda,dovish,0.00,0.85,0.15,-0.85,es necesario imprimir un impulso monetario adicional al ya contemplado en el escenario central del IPoM de mayo,alta,1,,piloto_t2_r2,v2,2026-09-15,ia_agente
RPM-2009-08-13:2659:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,la caída de la actividad ha continuado moderándose en los países desarrollados y se ha recuperado en las economías emergentes,alta,1,,piloto_t2_r2,v2,2026-09-15,ia_agente
RPM-2009-09-08:2689:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,,alta,0,encabezado de acta: lista de asistentes y fecha,piloto_t2_r2,v2,2026-09-15,ia_agente
RPM-2009-09-08:2699:4,ia_ronda,neutral,0.00,0.00,1.00,0.00,se está suponiendo que la tarifa eléctrica no aumenta ni se reduce por la fijación del precio de nudo,alta,1,,piloto_t2_r2,v2,2026-09-15,ia_agente
RPM-2009-09-08:2711:2,ia_ronda,dovish,0.00,0.60,0.40,-0.60,el mayor riesgo hoy día es que la inflación permanezca debajo de la meta más allá de lo deseado,media,1,,piloto_t2_r2,v2,2026-09-15,ia_agente
RPM-2009-10-13:2714:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,,alta,0,apertura de sesión y fijación de fecha de reunión,piloto_t2_r2,v2,2026-09-15,ia_agente
RPM-2009-10-13:2725:5,ia_ronda,neutral,0.00,0.00,1.00,0.00,"se observa una clara tendencia hacia la apreciación de las monedas y en materia de CDS, una caída de los premios por riesgo en prácticamente todas las economías",alta,1,,piloto_t2_r2,v2,2026-09-15,ia_agente
RPM-2009-10-13:2742:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"las AFP básicamente han salido al exterior cubiertas, de manera que el impacto en el tipo de cambio es acotado",alta,1,,piloto_t2_r2,v2,2026-09-15,ia_agente
RPM-2009-11-12:2776:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"Puede ser un escenario de riesgo, que no se puede descartar, consistente en que se esté creciendo por debajo de la brecha el próximo año",alta,1,,piloto_t2_r2,v2,2026-09-15,ia_agente
RPM-2009-11-12:2781:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,los bonos en UF a corto plazo tienen que arbitrarse por inflación,alta,1,,piloto_t2_r2,v2,2026-09-15,ia_agente
RPM-2009-12-15:2809:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"esos puntos porcentuales son del monto del crédito, sobre la operación que se está cubriendo",alta,1,,piloto_t2_r2,v2,2026-09-15,ia_agente
RPM-2009-12-15:2821:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,las colocaciones registran una incipiente recuperación,alta,1,,piloto_t2_r2,v2,2026-09-15,ia_agente
RPM-2009-12-15:2823:2,ia_ronda,neutral,0.00,0.00,1.00,0.00,"hubo una apreciación fuerte de la moneda durante el mes pasado, mientras que durante el presente ha permanecido sin mayores variaciones",alta,1,,piloto_t2_r2,v2,2026-09-15,ia_agente
RPM-2009-12-15:2829:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,una meta basada en inflación total hace que las tasas de inflación sean demasiado volátiles,alta,1,,piloto_t2_r2,v2,2026-09-15,ia_agente
RPM-2010-01-14:2843:2,ia_ronda,neutral,0.00,0.00,1.00,0.00,las proyecciones para el año 2010 han tendido a ajustarse levemente al alza,alta,1,,piloto_t2_r2,v2,2026-09-15,ia_agente
RPM-2010-01-14:2850:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,hay una preocupación de riesgo legítimo de que tal vez la recuperación o la estabilidad que se ha visto en los últimos meses no es tal o está sostenida por fundamentales que pueden continuar estando muy mal,alta,1,,piloto_t2_r2,v2,2026-09-15,ia_agente
RPM-2010-01-14:2859:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,este es un fenómeno propio de una coyuntura de una economía que vuelve a crecer,alta,1,,piloto_t2_r2,v2,2026-09-15,ia_agente
RPM-2010-01-14:2865:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,habría una desacumulación muy fuerte en sus inventarios,alta,1,,piloto_t2_r2,v2,2026-09-15,ia_agente
RPM-2010-01-14:2884:1,ia_ronda,dovish,0.00,0.65,0.35,-0.65,"la política monetaria ha apoyado decididamente la recuperación y debe seguir cumpliendo ese rol, advirtiendo que, por el momento, el principal riesgo que se enfrenta es el de retirar el estímulo monetario prematuramente",media,1,,piloto_t2_r2,v2,2026-09-15,ia_agente
RPM-2010-02-11:2911:2,ia_ronda,neutral,0.00,0.00,1.00,0.00,,alta,0,"fragmento de respuesta, sin contenido monetario autónomo",piloto_t2_r2,v2,2026-09-15,ia_agente
RPM-2010-02-11:2918:2,ia_ronda,neutral,0.00,0.00,1.00,0.00,,alta,0,"fragmento: aclaración técnica sobre estimación, sin contenido monetario autónomo",piloto_t2_r2,v2,2026-09-15,ia_agente
RPM-2010-02-11:2933:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"si efectivamente se concreta, la variación anual de la inflación del IPC estaría en 1,8% en ese mes",alta,1,,piloto_t2_r2,v2,2026-09-15,ia_agente
RPM-2010-02-11:2947:4,ia_ronda,neutral,0.00,0.00,1.00,0.00,el modelo incluye la posición NDF del país como un todo,alta,1,,piloto_t2_r2,v2,2026-09-15,ia_agente
RPM-2010-02-11:2957:3,ia_ronda,neutral,0.00,0.00,1.00,0.00,,alta,0,indicación procedimental sobre lo que queda incorporado en el acta,piloto_t2_r2,v2,2026-09-15,ia_agente
RPM-2010-03-18:2981:6,ia_ronda,neutral,0.00,0.00,1.00,0.00,"como consecuencia del terremoto, el nivel del PIB podría disminuir 2% en el primer trimestre y 1,4% en el segundo",alta,1,,piloto_t2_r2,v2,2026-09-15,ia_agente
RPM-2010-03-18:2986:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"si se tiene una caída del stock de capital de 2-3%, la elasticidad tiene que ser muy baja para llegar a ese -0,2%",alta,1,,piloto_t2_r2,v2,2026-09-15,ia_agente
RPM-2010-03-18:2995:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,tener la impresión que la tasa de interés va a subir más que 60 puntos base hacia el futuro,alta,1,,piloto_t2_r2,v2,2026-09-15,ia_agente
RPM-2010-03-18:3003:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,,alta,0,ofrecimiento de la palabra,piloto_t2_r2,v2,2026-09-15,ia_agente
