intervencion_id,metodo,etiqueta,prob_hawkish,prob_dovish,prob_neutral,score,frase_justificante,confianza,es_relevante,nota,ronda,version_codebook,fecha,etiquetador
RPM-2005-04-07:202:2,ia_ronda,neutral,0.00,0.00,1.00,0.00,"la inflación anual del IPC tenderá al centro del rango meta más rápidamente que lo previsto en el Informe de Política Monetaria de enero, debido al fuerte incremento del precio del petróleo",alta,1,,escalado_t03_r07,v2,2026-09-15,ia_agente
RPM-2005-04-07:202:3,ia_ronda,neutral,0.00,0.00,1.00,0.00,,alta,0,ofrecimiento de la palabra,escalado_t03_r07,v2,2026-09-15,ia_agente
RPM-2005-04-07:203:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"está pensando, fundamentalmente, en el precio del petróleo respecto del Informe de Política Monetaria",alta,1,,escalado_t03_r07,v2,2026-09-15,ia_agente
RPM-2005-04-07:203:2,ia_ronda,neutral,0.00,0.00,1.00,0.00,indudablemente el precio del petróleo es un elemento a considerar,alta,1,,escalado_t03_r07,v2,2026-09-15,ia_agente
RPM-2005-04-07:203:3,ia_ronda,neutral,0.00,0.00,1.00,0.00,"consulta la razón por la cual el Banco Mundial está hablando de un crecimiento mundial de 3,3%",alta,1,,escalado_t03_r07,v2,2026-09-15,ia_agente
RPM-2005-04-07:203:4,ia_ronda,neutral,0.00,0.00,1.00,0.00,todas las proyecciones van a venir hacia abajo con una probabilidad del 99%,alta,1,,escalado_t03_r07,v2,2026-09-15,ia_agente
RPM-2005-04-07:204:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,,alta,0,consulta procedimental,escalado_t03_r07,v2,2026-09-15,ia_agente
RPM-2005-04-07:204:2,ia_ronda,neutral,0.00,0.00,1.00,0.00,sí las modificaciones de los supuestos de precio del cobre y del petróleo han modificado la proyección que se tiene en los términos de intercambio,alta,1,,escalado_t03_r07,v2,2026-09-15,ia_agente
RPM-2005-04-07:204:3,ia_ronda,neutral,0.00,0.00,1.00,0.00,"este escenario de precios de los commodities revisa, por lo menos al alza este año en alrededor de 4 puntos porcentuales",alta,1,,escalado_t03_r07,v2,2026-09-15,ia_agente
RPM-2005-04-07:205:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"si miramos la evolución de las monedas latinoamericanas, la sensación que existe es que poco de eso ha llegado a la región",alta,1,,escalado_t03_r07,v2,2026-09-15,ia_agente
RPM-2005-04-07:205:3,ia_ronda,neutral,0.00,0.00,1.00,0.00,,alta,0,aclaracion puntual de referencia temporal,escalado_t03_r07,v2,2026-09-15,ia_agente
RPM-2005-04-07:205:4,ia_ronda,neutral,0.00,0.00,1.00,0.00,"no corresponde que en ese documento escrito que después pasa a ser importante para efectos del Acta, se haga un juicio respecto de que el peso ya estaba depreciado",alta,1,,escalado_t03_r07,v2,2026-09-15,ia_agente
RPM-2005-04-07:205:5,ia_ronda,neutral,0.00,0.00,1.00,0.00,un punto que se presta a confusión y que se va a corregir,alta,1,,escalado_t03_r07,v2,2026-09-15,ia_agente
RPM-2005-04-07:206:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"cual es el precio del petróleo que tiene World Economic Outlook (WEO), del Fondo Monetario Internacional, para este año",alta,1,,escalado_t03_r07,v2,2026-09-15,ia_agente
