intervencion_id,metodo,etiqueta,prob_hawkish,prob_dovish,prob_neutral,score,frase_justificante,confianza,es_relevante,nota,ronda,version_codebook,fecha,etiquetador
RPM-2005-02-10:66:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,"todos los sectores económicos acumulan existencias por sobre lo deseado, aunque en menor medida que en meses anteriores, con la excepción de la minería",alta,1,,escalado_t02_r06,v2,2026-09-15,ia_agente
RPM-2005-02-10:67:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,"el crecimiento anual de la actividad (7,7%) estuvo más de un punto porcentual por sobre lo anticipado",alta,1,,escalado_t02_r06,v2,2026-09-15,ia_agente
RPM-2005-02-10:68:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,"el crecimiento del PIB en el 2004 habría sido de 5,9%, una décima por sobre lo proyectado hace un mes",alta,1,,escalado_t02_r06,v2,2026-09-15,ia_agente
RPM-2005-02-10:69:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,"presentaron trayectorias al alza, continuando con la tendencia de meses anteriores",alta,1,,escalado_t02_r06,v2,2026-09-15,ia_agente
RPM-2005-02-10:70:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,"para mediados de año la inflación anual del IPC se ubicaría en 1,6%, valor idéntico al considerado en el escenario base del Informe de Política Monetaria",alta,1,,escalado_t02_r06,v2,2026-09-15,ia_agente
RPM-2005-02-10:71:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,,alta,0,ofrecimiento de la palabra,escalado_t02_r06,v2,2026-09-15,ia_agente
RPM-2005-02-10:72:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,el mercado interpretó que el déficit de cuenta corriente no era tan grave como él mismo había sugerido en algunas reuniones previas,alta,1,,escalado_t02_r06,v2,2026-09-15,ia_agente
RPM-2005-02-10:74:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,"puede presentarse la necesidad de revisar esas proyecciones, tal como se hizo con el precio del cobre",alta,1,,escalado_t02_r06,v2,2026-09-15,ia_agente
RPM-2005-02-10:75:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,la economía internacional sigue un ritmo muy favorable,alta,1,,escalado_t02_r06,v2,2026-09-15,ia_agente
RPM-2005-02-10:76:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,"es, antes que nada, un resultado endógeno de una economía mundial que se presenta muy sólida, y donde los riesgos geopolíticos algo se han atenuado",alta,1,,escalado_t02_r06,v2,2026-09-15,ia_agente
RPM-2005-02-10:77:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,es la demanda lo que se ha estado fortaleciendo,alta,1,,escalado_t02_r06,v2,2026-09-15,ia_agente
RPM-2005-02-10:78:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,"el precio del petróleo tiene un componente de prima de riesgo muy grande, y que todavía sigue la incertidumbre",alta,1,,escalado_t02_r06,v2,2026-09-15,ia_agente
RPM-2005-02-10:79:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,existe un componente de prima por riesgo que está presente y que probablemente se presentará por bastante más tiempo,alta,1,,escalado_t02_r06,v2,2026-09-15,ia_agente
RPM-2005-02-10:80:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,Le parece que no hay grandes noticias después de esa normalización,alta,1,,escalado_t02_r06,v2,2026-09-15,ia_agente
RPM-2005-02-10:81:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,"las tasas de éstos subieron, la compensación inflacionaria también lo hizo y cayó la tasa de los instrumentos nuevos",alta,1,,escalado_t02_r06,v2,2026-09-15,ia_agente
RPM-2005-02-10:82:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,hay una correlación bastante alta entre las tasas largas en Chile con las de Estados Unidos de América,alta,1,,escalado_t02_r06,v2,2026-09-15,ia_agente
RPM-2005-02-10:83:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,,alta,0,consulta procedimental,escalado_t02_r06,v2,2026-09-15,ia_agente
RPM-2005-02-10:84:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,"las tasas de interés de colocaciones han ido subiendo, especialmente las de consumo, pero eso se explica, plenamente, por estacionalidades",alta,1,,escalado_t02_r06,v2,2026-09-15,ia_agente
RPM-2005-02-10:85:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,"Cree que siempre existen razones, pero a lo mejor no las conocemos",alta,1,,escalado_t02_r06,v2,2026-09-15,ia_agente
RPM-2005-02-10:86:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,consulta si es posible afinar un poco más los datos de cómo va creciendo el empleo con el ciclo,alta,1,,escalado_t02_r06,v2,2026-09-15,ia_agente
RPM-2005-02-10:88:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,"ninguno de los dos ha llegado todavía a los niveles históricos, lo que no se aprecia en los gráficos que se presentan",alta,1,,escalado_t02_r06,v2,2026-09-15,ia_agente
RPM-2005-02-10:89:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,"eso, todavía, está por debajo de los máximos de los años 96, 97 y 98",alta,1,,escalado_t02_r06,v2,2026-09-15,ia_agente
RPM-2005-02-10:90:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,no ha habido suficiente creación de empleo para observar ese crecimiento de la población,alta,1,,escalado_t02_r06,v2,2026-09-15,ia_agente
RPM-2005-02-10:91:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,"estos fenómenos son más estructurales y, por lo tanto, sería conveniente dejarlos para hacer un análisis de la coyuntura más consistente",alta,1,,escalado_t02_r06,v2,2026-09-15,ia_agente
RPM-2005-02-10:92:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,"en el plan de trabajo para este año, se considera revisar el comportamiento del mercado laboral",alta,1,,escalado_t02_r06,v2,2026-09-15,ia_agente
RPM-2005-02-10:93:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,"habría que ser cuidadoso en decir que la creación de empleo, a pesar de la cifra de desempleo, no indica debilidad en el mercado laboral",alta,1,,escalado_t02_r06,v2,2026-09-15,ia_agente
RPM-2005-02-10:94:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,existen holguras en el mercado de trabajo,alta,1,,escalado_t02_r06,v2,2026-09-15,ia_agente
RPM-2005-02-10:95:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,no se aprecia una generación de empleo across the board en todos los sectores,alta,1,,escalado_t02_r06,v2,2026-09-15,ia_agente
RPM-2005-02-10:96:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,"no parece que ello sea un fenómeno que debiera preocuparnos ahora, como sí lo fue hace dos años atrás",alta,1,,escalado_t02_r06,v2,2026-09-15,ia_agente
RPM-2005-02-10:97:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,"no solo hay que mirar el efecto del consumo sino que, en particular, del efecto salario, por ende, en los precios. En ese sentido las holguras pasan a ser un elemento importante",alta,1,,escalado_t02_r06,v2,2026-09-15,ia_agente
RPM-2005-02-10:98:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,parte de los puzzles que veíamos el año 2004 se han ido despejando y las diferentes fuentes de información en este sentido confirman un diagnóstico más o menos común,alta,1,,escalado_t02_r06,v2,2026-09-15,ia_agente
RPM-2005-02-10:99:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,,alta,0,consulta procedimental,escalado_t02_r06,v2,2026-09-15,ia_agente
RPM-2005-03-10:140:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,,alta,0,encabezado de acta: lista de asistentes y fecha,escalado_t02_r06,v2,2026-09-15,ia_agente
RPM-2005-03-10:141:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,,alta,0,fijacion de fecha de sesion futura (logistica),escalado_t02_r06,v2,2026-09-15,ia_agente
RPM-2005-03-10:142:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,"la inflación subyacente y los salarios nominales siguen aumentando a un ritmo gradual, muy similar al previsto en el Informe de Política Monetaria de enero",alta,1,,escalado_t02_r06,v2,2026-09-15,ia_agente
RPM-2005-03-10:143:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,las condiciones financieras en Chile son ahora menos estimulantes que a mediados del año pasado,alta,1,,escalado_t02_r06,v2,2026-09-15,ia_agente
RPM-2005-03-10:144:1,ia_ronda,neutral,0.0,0.0,1.0,0.0,se detecta un desplazamiento del orden de 25 puntos base en la trayectoria de la tasa de política monetaria implícita en la curva forward,alta,1,,escalado_t02_r06,v2,2026-09-15,ia_agente
