intervencion_id,metodo,etiqueta,prob_hawkish,prob_dovish,prob_neutral,score,frase_justificante,confianza,es_relevante,nota,ronda,version_codebook,fecha,etiquetador
RPM-2009-12-15:2828:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"propone pensar en una posición para el futuro, ya que le parece que este es el momento para hacerlo",alta,1,,escalado_t09_r13,v2,2026-09-15,ia_agente
RPM-2008-06-10:1879:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,los períodos de fuerte crecimiento de la oferta de trabajo corresponden a aquéllos en que las familias necesitan más ingresos,alta,1,,escalado_t09_r13,v2,2026-09-15,ia_agente
RPM-2013-12-12:5942:2,ia_ronda,neutral,0.00,0.00,1.00,0.00,,alta,0,suspension de la reunion (logistica),escalado_t09_r13,v2,2026-09-15,ia_agente
RPM-2013-02-14:5398:2,ia_ronda,neutral,0.00,0.00,1.00,0.00,se acuerda por unanimidad de los señores Consejeros mantener la Tasa de Política Monetaria en 5% anual,alta,1,,escalado_t09_r13,v2,2026-09-15,ia_agente
RPM-2011-03-17:3833:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,los mercados monetarios muestran tasas muy comprimidas y el financiamiento a largo plazo sugiere una sustitución importante por uno de corto plazo,alta,1,,escalado_t09_r13,v2,2026-09-15,ia_agente
RPM-2015-05-14:6804:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"su voto es por mantener la TPM en su actual nivel de 3%, así como también el sesgo del Comunicado",alta,1,,escalado_t09_r13,v2,2026-09-15,ia_agente
RPM-2009-08-13:2680:3,ia_ronda,neutral,0.00,0.00,1.00,0.00,,alta,0,transito procedimental: apertura de la presentacion de opciones,escalado_t09_r13,v2,2026-09-15,ia_agente
RPM-2010-11-16:3556:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,la noticia más importante para esta Reunión es el alza relevante del empleo asalariado,alta,1,,escalado_t09_r13,v2,2026-09-15,ia_agente
RPM-2011-02-17:3813:1,ia_ronda,hawkish,0.95,0.00,0.05,0.95,su voto es por elevar la TPM en 25 puntos base en esta oportunidad,alta,1,,escalado_t09_r13,v2,2026-09-15,ia_agente
RPM-2012-10-18:5123:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"la percepción sobre la demanda por créditos sigue bastante dinámica, pero que las condiciones de oferta son más restrictivas",alta,1,,escalado_t09_r13,v2,2026-09-15,ia_agente
RPM-2011-08-18:4252:2,ia_ronda,neutral,0.00,0.00,1.00,0.00,"las nulas capacidades que los gobiernos europeos, específicamente el alemán y el francés, han demostrado políticamente para ponerse de acuerdo",alta,1,,escalado_t09_r13,v2,2026-09-15,ia_agente
RPM-2011-05-12:4032:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"llevando a corregir el IPC a septiembre en aproximadamente seis décimas, esto es, desde un 4,7% a un 4,1% anual",alta,1,,escalado_t09_r13,v2,2026-09-15,ia_agente
RPM-2006-01-12:567:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,"si uno analiza las decisiones previas, éstas aparezcan como inconsistentes, pero había buenas razones para proceder como se hizo",alta,1,,escalado_t09_r13,v2,2026-09-15,ia_agente
RPM-2013-04-11:5489:1,ia_ronda,neutral,0.00,0.00,1.00,0.00,la mayor parte de la corrección a la baja en el primer trimestre responde a la paralización de los puertos y que alrededor de la mitad de la corrección se revertirá en el segundo,alta,1,,escalado_t09_r13,v2,2026-09-15,ia_agente
