intervencion_id,fold,etapa,contraste,b_activa,intercepto,suma_aportes,residuo_no_mostrado,margen
RPM-2005-03-10:165:1,1,A,relevante_vs_irrelevante,True,0.4332739707283074,1.7372160198754372,1.3466076107502587,2.1704899906037447
RPM-2005-03-10:165:1,1,B,neutral_vs_dovish,True,3.1519997282324375,-0.802349561564687,-0.5852151402066511,2.3496501666677503
RPM-2005-03-10:165:1,1,HD,hawkish_vs_dovish,True,-0.19353240451847775,-0.7277629700556422,-0.6360083803273372,-0.9212953745741199
RPM-2005-03-10:180:1,1,A,relevante_vs_irrelevante,True,0.4332739707283074,1.7685695934321302,1.4155739889126446,2.2018435641604377
RPM-2005-03-10:180:1,1,B,neutral_vs_hawkish,True,3.3455321327509155,-0.8178256705893245,-0.6982022422245431,2.527706462161591
RPM-2005-03-10:180:1,1,HD,hawkish_vs_dovish,True,-0.19353240451847775,0.2876571925573902,0.16398335887597779,0.09412478803891244
RPM-2006-08-10:806:1,1,A,relevante_vs_irrelevante,True,0.4332739707283074,2.3991590647118457,2.418365968793151,2.832433035440153
RPM-2006-08-10:806:1,1,B,neutral_vs_dovish,True,3.1519997282324375,-1.820265846366987,-1.681727197147473,1.3317338818654505
RPM-2006-08-10:806:1,1,HD,hawkish_vs_dovish,True,-0.19353240451847775,-0.36583922190767826,-0.32673358026911237,-0.559371626426156
RPM-2006-08-10:808:1,1,A,relevante_vs_irrelevante,True,0.4332739707283074,3.902344728202193,3.6943773887015574,4.3356186989305
RPM-2006-08-10:808:1,1,B,neutral_vs_dovish,True,3.1519997282324375,-1.7050652984430958,-1.5442273150584493,1.4469344297893416
RPM-2006-08-10:808:1,1,HD,hawkish_vs_dovish,True,-0.19353240451847775,0.16341526950732238,0.1754763147686666,-0.03011713501115537
RPM-2007-06-14:1296:3,1,A,relevante_vs_irrelevante,True,0.4332739707283074,2.774897912650502,1.9136563866668723,3.2081718833788093
RPM-2007-06-14:1296:3,1,B,neutral_vs_hawkish,True,3.3455321327509155,-0.2931002493435596,-0.2644680135793606,3.052431883407356
RPM-2007-06-14:1296:3,1,HD,hawkish_vs_dovish,True,-0.19353240451847775,0.20615555148593237,0.1552908299951044,0.012623146967454618
RPM-2007-07-12:1325:1,1,A,relevante_vs_irrelevante,False,0.4332739707283074,-4.3154706090714505,-0.001563631048129288,-3.882196638343143
RPM-2007-07-12:1325:1,1,B,neutral_vs_dovish,False,3.1519997282324375,-0.8185713341130263,-0.22464613731099603,2.3334283941194114
RPM-2007-07-12:1325:1,1,HD,hawkish_vs_dovish,False,-0.19353240451847775,-0.4119222891862591,-0.12904434147135901,-0.6054546937047369
RPM-2008-06-10:1854:1,1,A,relevante_vs_irrelevante,True,0.4332739707283074,1.4640831984379419,0.7513721718641609,1.8973571691662494
RPM-2008-06-10:1854:1,1,B,neutral_vs_dovish,True,3.1519997282324375,-0.2811887893041542,-0.017890635047344505,2.870810938928283
RPM-2008-06-10:1854:1,1,HD,hawkish_vs_dovish,True,-0.19353240451847775,-0.023824150215213113,-0.013446241308928582,-0.21735655473369087
RPM-2008-06-10:1870:3,1,A,relevante_vs_irrelevante,True,0.4332739707283074,1.5732573894617632,0.8972238346647782,2.0065313601900705
RPM-2008-06-10:1870:3,1,B,neutral_vs_dovish,True,3.1519997282324375,-1.0439378459928912,-0.6593905432636452,2.1080618822395465
RPM-2008-06-10:1870:3,1,HD,hawkish_vs_dovish,True,-0.19353240451847775,-0.5178584043259662,-0.21017157156564942,-0.711390808844444
RPM-2008-06-10:1878:1,1,A,relevante_vs_irrelevante,True,0.4332739707283074,2.4853552773618484,1.8912210620025944,2.9186292480901557
RPM-2008-06-10:1878:1,1,B,neutral_vs_dovish,True,3.1519997282324375,-0.3266102236666176,-0.2871519346089748,2.8253895045658197
RPM-2008-06-10:1878:1,1,HD,hawkish_vs_dovish,True,-0.19353240451847775,-0.3296807997345717,-0.244012175915202,-0.5232132042530495
RPM-2008-06-10:1904:1,1,A,relevante_vs_irrelevante,True,0.4332739707283074,3.585019236822848,3.2366150650749637,4.018293207551156
RPM-2008-06-10:1904:1,1,B,hawkish_vs_dovish,True,-0.19353240451847775,1.8795477326269383,1.710720305629511,1.6860153281084607
