intervencion_id,archivo_origen,actor,etiqueta_ia_original,es_relevante_ia_original,etiqueta_v2_vigente,es_relevante_v2_vigente,etiqueta_v3,es_relevante_v3,resultado_revision,confianza_revision,cita_literal_espacios_normalizados,fundamento_revision,sha256_texto,n_caracteres_texto
RPM-2005-02-10:66:1,data/etiquetas/etiquetas_escalado_r6.csv,Pablo García Silva,neutral,1,neutral,1,neutral,1,compatible,alta,"todos los sectores económicos acumulan existencias por sobre lo deseado, aunque en menor medida que en meses anteriores, con la excepción de la minería",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,7a0a80648d7b8813eb4b106695aeead23df67f2711fcbc07a532f751b88b077f,3447
RPM-2005-02-10:67:1,data/etiquetas/etiquetas_escalado_r6.csv,Pablo García Silva,neutral,1,neutral,1,neutral,1,compatible,alta,"el crecimiento anual de la actividad (7,7%) estuvo más de un punto porcentual por sobre lo anticipado",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,c6803ebe88d09d1e7c12c96f79d9ea4353c414482d4c752c47f520e8ad8b856f,3566
RPM-2005-02-10:68:1,data/etiquetas/etiquetas_escalado_r6.csv,Pablo García Silva,neutral,1,neutral,1,neutral,1,compatible,alta,"el crecimiento del PIB en el 2004 habría sido de 5,9%, una décima por sobre lo proyectado hace un mes",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,6362effebe95b860ef7d870ddc96e65258c30ba5a804205aa3acb66fe95ffd75,3812
RPM-2005-02-10:69:1,data/etiquetas/etiquetas_escalado_r6.csv,Pablo García Silva,neutral,1,neutral,1,neutral,1,compatible,alta,"presentaron trayectorias al alza, continuando con la tendencia de meses anteriores",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,afc85008ec7fa2b3886e05f586e058e1fd4dc691d6565c34ce0c8545150c2006,3149
RPM-2005-02-10:70:1,data/etiquetas/etiquetas_escalado_r6.csv,Pablo García Silva,neutral,1,neutral,1,neutral,1,compatible,alta,"para mediados de año la inflación anual del IPC se ubicaría en 1,6%, valor idéntico al considerado en el escenario base del Informe de Política Monetaria",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,b2d968659e91b3b72a9459efe6d9a365d050e8c5bb8deedea8eae84629ded4a2,2676
RPM-2005-02-10:71:1,data/etiquetas/etiquetas_escalado_r6.csv,Vittorio Corbo Lioi,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: ofrecimiento de la palabra.,a95a8d392bd0060a271367ffcd208c997df51e18415c54791df8aa4ffcbbc7f3,160
RPM-2005-02-10:72:1,data/etiquetas/etiquetas_escalado_r6.csv,Esteban Jadresic Marinovic,neutral,1,neutral,1,neutral,1,compatible,alta,el mercado interpretó que el déficit de cuenta corriente no era tan grave como él mismo había sugerido en algunas reuniones previas,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,7a5a924c583710420a9df76e1aeb86d111f8e6f6e0d167d0a8a0af01d2343c50,579
RPM-2005-02-10:74:1,data/etiquetas/etiquetas_escalado_r6.csv,Esteban Jadresic Marinovic,neutral,1,neutral,1,neutral,1,compatible,alta,"puede presentarse la necesidad de revisar esas proyecciones, tal como se hizo con el precio del cobre",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,71ff4e92554e0a783484a620a7238ee80ced1725b1d0dbf14e9b1f77bb8254dc,289
RPM-2005-02-10:75:1,data/etiquetas/etiquetas_escalado_r6.csv,Vittorio Corbo Lioi,neutral,1,neutral,1,neutral,1,compatible,alta,la economía internacional sigue un ritmo muy favorable,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,28f88833a22d6b7204e67ca23f6ea41c9a449a1b061fbc304e21888ff0398cb5,169
RPM-2005-02-10:76:1,data/etiquetas/etiquetas_escalado_r6.csv,Jorge Desormeaux Jiménez,neutral,1,neutral,1,neutral,1,compatible,alta,"es, antes que nada, un resultado endógeno de una economía mundial que se presenta muy sólida, y donde los riesgos geopolíticos algo se han atenuado",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,9e43e239f1d20369ba279e58bf4d99d3aa213327ae2f73abcaea42bbaa522d90,354
