anio,n_intervenciones,eje_tematico,peso_medio_bruto,proporcion_seis_ejes,proporcion_corpus,indice_vs_corpus_base100,ranking_periodo,cambio_anual
2005,675,actividad_demanda,0.1118057953475508,0.2017396867180751,0.20378171244669416,98.99793474885378,2,
2005,675,entorno_externo_commodities,0.13930112666590758,0.2513516009228112,0.32296667399977397,77.82586290094659,1,
2005,675,inflacion_expectativas,0.07295239426644565,0.13163354474512612,0.1114496209181575,118.11035664427303,4,
2005,675,mercado_laboral,0.09885396012187615,0.17836970689968126,0.1720143210368341,103.69468415451657,3,
2005,675,mercados_estructura_tasas,0.0675588950950925,0.12190164462527409,0.0867820376501816,140.46875128313954,5,
2005,675,tipo_cambio,0.06373606172892742,0.11500381608903228,0.1030056339483587,111.6480833919131,6,
2006,676,actividad_demanda,0.10316747701724381,0.18347920508086457,0.20378171244669416,90.03712986701866,3,-0.01826048163721053
2006,676,entorno_externo_commodities,0.17574590808284493,0.3125570232357762,0.32296667399977397,96.77686535422382,1,0.061205422312965
2006,676,inflacion_expectativas,0.06411806348240084,0.11403139496286202,0.1114496209181575,102.31653909940209,4,-0.017602149782264098
2006,676,mercado_laboral,0.10758248512193483,0.19133111927799945,0.1720143210368341,111.2297616412002,2,0.012961412378318188
2006,676,mercados_estructura_tasas,0.05084560513909559,0.09042686205476827,0.0867820376501816,104.19997559780626,6,-0.031474782570505816
2006,676,tipo_cambio,0.0608247645562845,0.1081743953877295,0.1030056339483587,105.01794051572182,5,-0.0068294207013027824
2007,818,actividad_demanda,0.10289730112975937,0.17669892425711156,0.20378171244669416,86.70990254011778,2,-0.00678028082375301
2007,818,entorno_externo_commodities,0.2061719601602264,0.35404586099251817,0.32296667399977397,109.62303218714322,1,0.04148883775674195
2007,818,inflacion_expectativas,0.06767688364754812,0.11621716416561005,0.1114496209181575,104.277756360386,4,0.0021857692027480308
2007,818,mercado_laboral,0.0936924112524922,0.16089195826908062,0.1720143210368341,93.53404838579003,3,-0.03043916100891883
2007,818,mercados_estructura_tasas,0.046724026416755285,0.08023616862788391,0.0867820376501816,92.45711532070256,6,-0.010190693426884362
2007,818,tipo_cambio,0.0651686430210288,0.11190992368779575,0.1030056339483587,108.64446865489045,5,0.0037355283000662515
2008,957,actividad_demanda,0.10082963603988448,0.16393533421900347,0.20378171244669416,80.4465387255425,3,-0.012763590038108091
2008,957,entorno_externo_commodities,0.2210811556290879,0.3594480210485104,0.32296667399977397,111.29570014049251,1,0.005402160055992256
2008,957,inflacion_expectativas,0.06692003717476838,0.10880291837862276,0.1114496209181575,97.62520274386726,5,-0.007414245786987295
2008,957,mercado_laboral,0.1034326729513954,0.16816751974334815,0.1720143210368341,97.76367382070345,2,0.007275561474267528
2008,957,mercados_estructura_tasas,0.04809779717055952,0.07820050497092469,0.0867820376501816,90.11139527070215,6,-0.0020356636569592163
2008,957,tipo_cambio,0.0746960742372332,0.12144570163959056,0.1030056339483587,117.90199912800564,4,0.009535777951794819
2009,1093,actividad_demanda,0.14599187330989213,0.24714111736265845,0.20378171244669416,121.27737783502353,2,0.08320578314365498
2009,1093,entorno_externo_commodities,0.17076231340725084,0.28907354897295434,0.32296667399977397,89.50568967160886,1,-0.07037447207555608
2009,1093,inflacion_expectativas,0.06359106923398397,0.10764960780668391,0.1114496209181575,96.59037592037741,4,-0.0011533105719388481
2009,1093,mercado_laboral,0.10127834150368671,0.17144819034363368,0.1720143210368341,99.67088165113928,3,0.003280670600285529
2009,1093,mercados_estructura_tasas,0.05207462360543828,0.0881540894866773,0.0867820376501816,101.58103205876135,6,0.009953584515752609
2009,1093,tipo_cambio,0.057024499901074575,0.09653344602739238,0.1030056339483587,93.71666609594276,5,-0.02491225561219819
2010,1149,actividad_demanda,0.12637792088268804,0.19656679709166508,0.20378171244669416,96.45948830814915,2,-0.05057432027099337
2010,1149,entorno_externo_commodities,0.1942497122202877,0.3021338181577108,0.32296667399977397,93.54953389337076,1,0.013060269184756446
2010,1149,inflacion_expectativas,0.07107930669629771,0.11055595438824253,0.1114496209181575,99.19814305104616,5,0.002906346581558625
2010,1149,mercado_laboral,0.11176025008415996,0.17383063629919368,0.1720143210368341,101.05590932860214,3,0.002382445955560003
2010,1149,mercados_estructura_tasas,0.05853443022365915,0.09104379458284302,0.0867820376501816,104.91087447132847,6,0.0028897050961657206
2010,1149,tipo_cambio,0.08092446279466095,0.12586899948034483,0.1030056339483587,122.19622816306199,4,0.029335553452952454
2011,1062,actividad_demanda,0.12132646415643668,0.19020975937251605,0.20378171244669416,93.33995533199365,2,-0.006357037719149028
2011,1062,entorno_externo_commodities,0.24245992042285314,0.3801169303149398,0.32296667399977397,117.69540355584981,1,0.07798311215722903
2011,1062,inflacion_expectativas,0.07076889340223604,0.11094804648507856,0.1114496209181575,99.54995411474098,4,0.000392092096836022
2011,1062,mercado_laboral,0.09849435229044444,0.15441467926207048,0.1720143210368341,89.76850202431987,3,-0.019415957037123205
2011,1062,mercados_estructura_tasas,0.04917542817817582,0.07709485664026938,0.0867820376501816,88.83734321961735,6,-0.013948937942573639
2011,1062,tipo_cambio,0.05563108813602901,0.0872157279251258,0.1030056339483587,84.67083263508763,5,-0.038653271555219026
2012,909,actividad_demanda,0.1328308794159733,0.22392748281691274,0.20378171244669416,109.88595597138698,2,0.03371772344439669
2012,909,entorno_externo_commodities,0.20690944329402827,0.34880978738976004,0.32296667399977397,108.00178949423251,1,-0.031307142925179776
2012,909,inflacion_expectativas,0.055901704561258043,0.09423959280112938,0.1114496209181575,84.55802004955567,4,-0.016708453683949173
2012,909,mercado_laboral,0.10903667855609493,0.1838150065040302,0.1720143210368341,106.86029244313279,3,0.029400327241959734
2012,909,mercados_estructura_tasas,0.04580424569416592,0.07721720646372966,0.0867820376501816,88.9783284128361,5,0.0001223498234602799
2012,909,tipo_cambio,0.042704082713925666,0.07199092402443794,0.1030056339483587,69.89027809928356,6,-0.015224803900687867
2013,816,actividad_demanda,0.13504782953037858,0.23319746083696224,0.20378171244669416,114.43493041504533,2,0.009269978020049502
2013,816,entorno_externo_commodities,0.1897571392486733,0.32766822837772736,0.32296667399977397,101.45573978879217,1,-0.021141559012032685
2013,816,inflacion_expectativas,0.04964701791462559,0.08572931942762937,0.1114496209181575,76.92203770758833,6,-0.008510273373500007
2013,816,mercado_laboral,0.09668729270664975,0.166957375270655,0.1720143210368341,97.06016002871283,3,-0.01685763123337522
2013,816,mercados_estructura_tasas,0.053772800870047446,0.09285362577534723,0.0867820376501816,106.9963650192684,5,0.015636419311617564
2013,816,tipo_cambio,0.05420155606889905,0.09359399031167878,0.1030056339483587,90.86298168758576,4,0.021603066287240846
2014,748,actividad_demanda,0.11824528537381357,0.2178075694399415,0.20378171244669416,106.88278492944565,2,-0.015389891397020738
2014,748,entorno_externo_commodities,0.16912041432450337,0.31151945103135187,0.32296667399977397,96.45560242279669,1,-0.016148777346375487
2014,748,inflacion_expectativas,0.06342266272977834,0.11682441268513696,0.1114496209181575,104.82262005263026,4,0.03109509325750759
2014,748,mercado_laboral,0.09226377650564556,0.1699496842052953,0.1720143210368341,98.79972968582268,3,0.0029923089346403087
2014,748,mercados_estructura_tasas,0.05046661226260263,0.0929593947025959,0.0867820376501816,107.11824384363413,5,0.00010576892724867282
2014,748,tipo_cambio,0.04937002754473993,0.09093948793567838,0.1030056339483587,88.28593587538172,6,-0.0026545023760004005
2015,821,actividad_demanda,0.12145328378780841,0.20564784255780924,0.20378171244669416,100.91574954823449,2,-0.012159726882132266
