tipo_actor,actor,n_intervenciones,eje_radar,peso_medio_bruto,proporcion_seis_ejes,proporcion_corpus,indice_especializacion_base100,muestra_apta_radar,puntaje_fifa_percentil_0_100,componentes_nmf
hacienda_gobierno,Alberto Arenas de Mesa,21,actividad_demanda_ciclo,0.09831412389411372,0.1926672733188429,0.20378171244669416,94.5459094467279,False,,tema_nmf_01
hacienda_gobierno,Alberto Arenas de Mesa,21,entorno_externo_commodities_economias,0.12544428630667975,0.24583455193240347,0.32296667399977397,76.11762194776031,False,,tema_nmf_03|tema_nmf_08|tema_nmf_13
hacienda_gobierno,Alberto Arenas de Mesa,21,inflacion_expectativas_meta,0.09392933996668723,0.18407436387788179,0.1114496209181575,165.16374157347374,False,,tema_nmf_09
hacienda_gobierno,Alberto Arenas de Mesa,21,mercado_laboral_empleo,0.08737284180237495,0.1712255220858463,0.1720143210368341,99.54143413976625,False,,tema_nmf_02
hacienda_gobierno,Alberto Arenas de Mesa,21,tasas_interes_plazos,0.030702295504216447,0.06016762724547775,0.0867820376501816,69.33189041724678,False,,tema_nmf_12
hacienda_gobierno,Alberto Arenas de Mesa,21,tipo_cambio_real_nominal,0.07451642566809702,0.1460306615395478,0.1030056339483587,141.7695867128583,False,,tema_nmf_10
staff_tecnico,Alberto Naudon Dell'Oro,116,actividad_demanda_ciclo,0.14937842241108443,0.21218975888232705,0.20378171244669416,104.12600636960114,False,,tema_nmf_01
staff_tecnico,Alberto Naudon Dell'Oro,116,entorno_externo_commodities_economias,0.16988076972423596,0.24131302891477677,0.32296667399977397,74.71762517359474,False,,tema_nmf_03|tema_nmf_08|tema_nmf_13
staff_tecnico,Alberto Naudon Dell'Oro,116,inflacion_expectativas_meta,0.10730867055133582,0.152430321345939,0.1114496209181575,136.77060548987913,False,,tema_nmf_09
staff_tecnico,Alberto Naudon Dell'Oro,116,mercado_laboral_empleo,0.1374202088859427,0.19520329990379842,0.1720143210368341,113.4808420177985,False,,tema_nmf_02
staff_tecnico,Alberto Naudon Dell'Oro,116,tasas_interes_plazos,0.06703313462281578,0.09521954003235206,0.0867820376501816,109.72263686199905,False,,tema_nmf_12
staff_tecnico,Alberto Naudon Dell'Oro,116,tipo_cambio_real_nominal,0.07296386451633642,0.10364405092080668,0.1030056339483587,100.61978840183446,False,,tema_nmf_10
hacienda_gobierno,Alejandro Micco,12,actividad_demanda_ciclo,0.1425809634652469,0.1979942273283583,0.20378171244669416,97.15995854149583,False,,tema_nmf_01
hacienda_gobierno,Alejandro Micco,12,entorno_externo_commodities_economias,0.21675794974924437,0.300999668783564,0.32296667399977397,93.19836782409774,False,,tema_nmf_03|tema_nmf_08|tema_nmf_13
hacienda_gobierno,Alejandro Micco,12,inflacion_expectativas_meta,0.10679062583765168,0.14829418272090258,0.1114496209181575,133.05938728118394,False,,tema_nmf_09
hacienda_gobierno,Alejandro Micco,12,mercado_laboral_empleo,0.1105293142391982,0.15348589066911075,0.1720143210368341,89.22855361341932,False,,tema_nmf_02
hacienda_gobierno,Alejandro Micco,12,tasas_interes_plazos,0.07171818812035824,0.09959104565695596,0.0867820376501816,114.75997608906982,False,,tema_nmf_12
hacienda_gobierno,Alejandro Micco,12,tipo_cambio_real_nominal,0.07174982990757026,0.0996349848411084,0.1030056339483587,96.7277041283585,False,,tema_nmf_10
staff_tecnico,Alfredo Pistelli,2,actividad_demanda_ciclo,0.06662044125432678,0.0786074588068318,0.20378171244669416,38.574344018918865,False,,tema_nmf_01
staff_tecnico,Alfredo Pistelli,2,entorno_externo_commodities_economias,0.5441556470246348,0.6420655853163657,0.32296667399977397,198.8024266914967,False,,tema_nmf_03|tema_nmf_08|tema_nmf_13
staff_tecnico,Alfredo Pistelli,2,inflacion_expectativas_meta,0.029005875004299093,0.034224902771992215,0.1114496209181575,30.708855256784688,False,,tema_nmf_09
staff_tecnico,Alfredo Pistelli,2,mercado_laboral_empleo,0.10655366768044001,0.12572587159745124,0.1720143210368341,73.09035133797323,False,,tema_nmf_02
staff_tecnico,Alfredo Pistelli,2,tasas_interes_plazos,0.09317791027499503,0.1099434138493137,0.0867820376501816,126.68913616950967,False,,tema_nmf_12
staff_tecnico,Alfredo Pistelli,2,tipo_cambio_real_nominal,0.007994344979053122,0.009432767658045306,0.1030056339483587,9.157525949283873,False,,tema_nmf_10
hacienda_gobierno,Andrés Velasco Brañes,222,actividad_demanda_ciclo,0.06634244365559688,0.177830784057246,0.20378171244669416,87.26533010353593,False,,tema_nmf_01
hacienda_gobierno,Andrés Velasco Brañes,222,entorno_externo_commodities_economias,0.09673740013764401,0.25930440252460424,0.32296667399977397,80.28828464350651,False,,tema_nmf_03|tema_nmf_08|tema_nmf_13
hacienda_gobierno,Andrés Velasco Brañes,222,inflacion_expectativas_meta,0.040312368497195446,0.10805722101941456,0.1114496209181575,96.95611355983513,False,,tema_nmf_09
hacienda_gobierno,Andrés Velasco Brañes,222,mercado_laboral_empleo,0.0681162230768136,0.18258539615530317,0.1720143210368341,106.14546222358165,False,,tema_nmf_02
hacienda_gobierno,Andrés Velasco Brañes,222,tasas_interes_plazos,0.03339789714239023,0.08952299474415668,0.0867820376501816,103.15843827616018,False,,tema_nmf_12
hacienda_gobierno,Andrés Velasco Brañes,222,tipo_cambio_real_nominal,0.06815867986887131,0.18269920149927532,0.1030056339483587,177.36816375584908,False,,tema_nmf_10
staff_tecnico,Ari Aisen,1,actividad_demanda_ciclo,0.0012181713624611124,0.001738895315378857,0.20378171244669416,0.8533127406286384,False,,tema_nmf_01
staff_tecnico,Ari Aisen,1,entorno_externo_commodities_economias,0.25635143920843567,0.36593235604355034,0.32296667399977397,113.30344134633732,False,,tema_nmf_03|tema_nmf_08|tema_nmf_13
staff_tecnico,Ari Aisen,1,inflacion_expectativas_meta,0.01582783210345459,0.022593654674080286,0.1114496209181575,20.272527163346595,False,,tema_nmf_09
staff_tecnico,Ari Aisen,1,mercado_laboral_empleo,0.0011380874119686867,0.0016245783886806584,0.1720143210368341,0.9444436828796255,False,,tema_nmf_02
staff_tecnico,Ari Aisen,1,tasas_interes_plazos,0.0031435749166725644,0.0044873388626543945,0.0867820376501816,5.170815279473914,False,,tema_nmf_12
staff_tecnico,Ari Aisen,1,tipo_cambio_real_nominal,0.4228641374150863,0.6036231767156555,0.1030056339483587,586.0098652645336,False,,tema_nmf_10
staff_tecnico,Beltrán de Ramón Acevedo,183,actividad_demanda_ciclo,0.057921353072436524,0.09661537688685666,0.20378171244669416,47.41121061691422,False,,tema_nmf_01
staff_tecnico,Beltrán de Ramón Acevedo,183,entorno_externo_commodities_economias,0.1856493890148681,0.30967138606127914,0.32296667399977397,95.8833870461495,False,,tema_nmf_03|tema_nmf_08|tema_nmf_13
staff_tecnico,Beltrán de Ramón Acevedo,183,inflacion_expectativas_meta,0.06760036542723102,0.11276039727996666,0.1114496209181575,101.17611558568848,False,,tema_nmf_09
staff_tecnico,Beltrán de Ramón Acevedo,183,mercado_laboral_empleo,0.11747023487458741,0.19594554362710107,0.1720143210368341,113.91234313865209,False,,tema_nmf_02
staff_tecnico,Beltrán de Ramón Acevedo,183,tasas_interes_plazos,0.07528287624447007,0.1255751648686424,0.0867820376501816,144.7017934458233,False,,tema_nmf_12
staff_tecnico,Beltrán de Ramón Acevedo,183,tipo_cambio_real_nominal,0.09558027991291122,0.1594321312761541,0.1030056339483587,154.78001072842724,False,,tema_nmf_10
staff_tecnico,Camilo Carrasco Alfonso,4,actividad_demanda_ciclo,0.10837115766670012,0.20462255355675646,0.20378171244669416,100.41261853184311,False,,tema_nmf_01
staff_tecnico,Camilo Carrasco Alfonso,4,entorno_externo_commodities_economias,0.08056460083159103,0.15211920499310577,0.32296667399977397,47.10058877257789,False,,tema_nmf_03|tema_nmf_08|tema_nmf_13
staff_tecnico,Camilo Carrasco Alfonso,4,inflacion_expectativas_meta,0.02586806022919613,0.04884314843196104,0.1114496209181575,43.825315895716486,False,,tema_nmf_09
staff_tecnico,Camilo Carrasco Alfonso,4,mercado_laboral_empleo,0.1937777418168637,0.3658842187049222,0.1720143210368341,212.70567270185254,False,,tema_nmf_02
staff_tecnico,Camilo Carrasco Alfonso,4,tasas_interes_plazos,0.08648104739153227,0.16329042830697524,0.0867820376501816,188.16155131687387,False,,tema_nmf_12
staff_tecnico,Camilo Carrasco Alfonso,4,tipo_cambio_real_nominal,0.03455231369904324,0.06524044600627925,0.1030056339483587,63.336774412734734,False,,tema_nmf_10
staff_tecnico,Claudio Raddatz Kiefer,20,actividad_demanda_ciclo,0.11291671530067582,0.16236262331021142,0.20378171244669416,79.67477619105921,False,,tema_nmf_01
staff_tecnico,Claudio Raddatz Kiefer,20,entorno_externo_commodities_economias,0.20436840415435759,0.2938607462311154,0.32296667399977397,90.98794701998295,False,,tema_nmf_03|tema_nmf_08|tema_nmf_13
staff_tecnico,Claudio Raddatz Kiefer,20,inflacion_expectativas_meta,0.05861431031388957,0.08428134984922762,0.1114496209181575,75.62282325851896,False,,tema_nmf_09
staff_tecnico,Claudio Raddatz Kiefer,20,mercado_laboral_empleo,0.1718069052398939,0.24704065968691108,0.1720143210368341,143.61633275523107,False,,tema_nmf_02
staff_tecnico,Claudio Raddatz Kiefer,20,tasas_interes_plazos,0.0634698219531995,0.0912630762054397,0.0867820376501816,105.16355535845007,False,,tema_nmf_12
staff_tecnico,Claudio Raddatz Kiefer,20,tipo_cambio_real_nominal,0.08428387564004484,0.1211915447170947,0.1030056339483587,117.65525833067869,False,,tema_nmf_10
hacienda_gobierno,Claudio Soto Gamboa,7,actividad_demanda_ciclo,0.10732116959605524,0.3094748605664569,0.20378171244669416,151.86586512143984,False,,tema_nmf_01
staff_tecnico,Claudio Soto Gamboa,801,actividad_demanda_ciclo,0.224227984355751,0.3051058266593213,0.20378171244669416,149.72188769840267,False,,tema_nmf_01
hacienda_gobierno,Claudio Soto Gamboa,7,entorno_externo_commodities_economias,0.03218698922958443,0.09281546260977223,0.32296667399977397,28.7384024674438,False,,tema_nmf_03|tema_nmf_08|tema_nmf_13
staff_tecnico,Claudio Soto Gamboa,801,entorno_externo_commodities_economias,0.14614354822925862,0.1988567493996238,0.32296667399977397,61.57190986205685,False,,tema_nmf_03|tema_nmf_08|tema_nmf_13
hacienda_gobierno,Claudio Soto Gamboa,7,inflacion_expectativas_meta,0.03962818915358917,0.11427315187644925,0.1114496209181575,102.53345945462229,False,,tema_nmf_09
staff_tecnico,Claudio Soto Gamboa,801,inflacion_expectativas_meta,0.08603999024015473,0.11707415746258101,0.1114496209181575,105.04670764968674,False,,tema_nmf_09
hacienda_gobierno,Claudio Soto Gamboa,7,mercado_laboral_empleo,0.03994309971535316,0.11518123834773569,0.1720143210368341,66.96026101400679,False,,tema_nmf_02
staff_tecnico,Claudio Soto Gamboa,801,mercado_laboral_empleo,0.14138747677878785,0.19238518825298112,0.1720143210368341,111.84254141943504,False,,tema_nmf_02
hacienda_gobierno,Claudio Soto Gamboa,7,tasas_interes_plazos,0.03164001891450284,0.09123820098812767,0.0867820376501816,105.13489134227162,False,,tema_nmf_12
staff_tecnico,Claudio Soto Gamboa,801,tasas_interes_plazos,0.04809557002959972,0.06544338653667221,0.0867820376501816,75.41121216866848,False,,tema_nmf_12
hacienda_gobierno,Claudio Soto Gamboa,7,tipo_cambio_real_nominal,0.0960653074420824,0.2770170856114582,0.1030056339483587,268.9339165179442,False,,tema_nmf_10
staff_tecnico,Claudio Soto Gamboa,801,tipo_cambio_real_nominal,0.08902415286636986,0.12113469168882049,0.1030056339483587,117.60006423488514,False,,tema_nmf_10
consejo_institucional,Consejo del Banco Central de Chile,503,actividad_demanda_ciclo,0.026958382887564178,0.14485692658252622,0.20378171244669416,71.08436024180449,False,,tema_nmf_01
consejo_institucional,Consejo del Banco Central de Chile,503,entorno_externo_commodities_economias,0.06977082423249838,0.37490331692379036,0.32296667399977397,116.08111520634874,False,,tema_nmf_03|tema_nmf_08|tema_nmf_13
consejo_institucional,Consejo del Banco Central de Chile,503,inflacion_expectativas_meta,0.052584153113871546,0.28255325398372433,0.1114496209181575,253.5255406487349,False,,tema_nmf_09
consejo_institucional,Consejo del Banco Central de Chile,503,mercado_laboral_empleo,0.013329085959999177,0.07162189343376597,0.1720143210368341,41.63716892992258,False,,tema_nmf_02
consejo_institucional,Consejo del Banco Central de Chile,503,tasas_interes_plazos,0.020633839013153472,0.11087291531951769,0.0867820376501816,127.7602120457766,False,,tema_nmf_12
consejo_institucional,Consejo del Banco Central de Chile,503,tipo_cambio_real_nominal,0.002827227573199643,0.015191693756675432,0.1030056339483587,14.748410523148376,False,,tema_nmf_10
staff_tecnico,Diego Gianelli Gómez,62,actividad_demanda_ciclo,0.09435913103280885,0.12884233785449276,0.20378171244669416,63.22566255212706,False,,tema_nmf_01
staff_tecnico,Diego Gianelli Gómez,62,entorno_externo_commodities_economias,0.3630411497527977,0.4957132389791687,0.32296667399977397,153.48742730635905,False,,tema_nmf_03|tema_nmf_08|tema_nmf_13
staff_tecnico,Diego Gianelli Gómez,62,inflacion_expectativas_meta,0.05516789836916145,0.07532880943901835,0.1114496209181575,67.59000956525074,False,,tema_nmf_09
staff_tecnico,Diego Gianelli Gómez,62,mercado_laboral_empleo,0.11037965399799501,0.15071750361633596,0.1720143210368341,87.61916025821027,False,,tema_nmf_02
staff_tecnico,Diego Gianelli Gómez,62,tasas_interes_plazos,0.062123068994616545,0.0848257222841456,0.0867820376501816,97.74571395301652,False,,tema_nmf_12
