intervencion_id,archivo_origen,actor,etiqueta_ia_original,es_relevante_ia_original,etiqueta_v2_vigente,es_relevante_v2_vigente,etiqueta_v3,es_relevante_v3,resultado_revision,confianza_revision,cita_literal_espacios_normalizados,fundamento_revision,sha256_texto,n_caracteres_texto
RPM-2008-01-10:1628:1,data/etiquetas/etiquetas_escalado_r10.csv,José De Gregorio Rebeco,neutral,1,neutral,1,neutral,1,compatible,alta,"si respecto del Dólar Chile se está apreciando, respecto del tipo de cambio multilateral se mantiene constante",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,0555b8f0c893610c26eeb070dee1bb7934b2d693073515c064f2bfcb1fbebf89,441
RPM-2008-02-07:1644:1,data/etiquetas/etiquetas_escalado_r10.csv,José De Gregorio Rebeco,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: fijacion de fecha e invitacion a exponer (logistica).,5d928a0650483002c9384251ca0d66182fc6e20159162bf0534a35887aad49e2,407
RPM-2008-02-07:1648:1,data/etiquetas/etiquetas_escalado_r10.csv,Sebastián Claro Edwards,neutral,1,neutral,1,neutral,1,compatible,alta,"la inflación en Asia está disminuyendo un poco. En su opinión, ese no es el caso de China",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,d8756efd8e44fef19e795e193032c0050f28b7916c5f33e1ee512e87c3b8ad5c,203
RPM-2008-02-07:1674:1,data/etiquetas/etiquetas_escalado_r10.csv,Manuel Marfán Lewis,neutral,1,neutral,1,neutral,1,compatible,alta,"las decisiones del Banco de Inglaterra y el Banco Central Europeo, principalmente respecto a los sesgos que incluyeron en el fundamento de sus decisiones",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,4d1b2e9c1c7c891cec23ea099f46e6fb7f0a5a205cf3745bbf350f3bba60dfc7,247
RPM-2008-03-13:1731:1,data/etiquetas/etiquetas_escalado_r10.csv,Enrique Marshall Rivera,dovish,1,dovish,1,hawkish,1,cambio_etiqueta,alta,"descarta, por de pronto, la opción de bajar la tasa porque la inflación sigue siendo muy alta y, en estas circunstancias, una relajación de la Política Monetaria tendría efectos adversos","Rechaza sustantivamente relajar por sus efectos inflacionarios y mantiene un sesgo restrictivo: H, no D por escoger mantener frente a subir.",e744282de07d153853aff275db6ab9af4c4860821bf8fdd369dce7b46ae0ff85,7454
RPM-2008-03-13:1731:2,data/etiquetas/etiquetas_escalado_r10.csv,Manuel Marfán Lewis,hawkish,1,hawkish,1,hawkish,1,compatible,media,"vota por mantener la tasa de política monetaria en su nivel actual, manteniendo el sesgo al alza en el Comunicado",Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,1a0920b92c9bd8d68e6e540132c1286e2ba32d5a67a72989f2b47e5a66df9079,4752
RPM-2008-04-10:1778:1,data/etiquetas/etiquetas_escalado_r10.csv,Andrés Velasco Brañes,dovish,1,dovish,1,neutral,1,cambio_etiqueta,alta,continuar con la misma tasa vigente en la actualidad,"Elige mantener y eliminar el sesgo para dejar todas las opciones abiertas. Sin dirección futura propia, corresponde N y no D.",9279e249f02332526bcf2201bfbca854a004d6d7fa78ec328a745b420e2d777b,1852
RPM-2008-04-10:1782:1,data/etiquetas/etiquetas_escalado_r10.csv,Manuel Marfán Lewis,dovish,1,dovish,1,neutral,1,cambio_etiqueta,alta,"mantener la Tasa de Política Monetaria en su nivel actual de 6,25%, eliminando el sesgo de política hacia delante","Mantención con eliminación explícita del sesgo, sin sesgo a la baja: caso de calibración N.",840f5ac4cd0a7cc1b67ac3fd64d1dbb2bad634291c0d3b35a21606907399e5ae,3209
RPM-2008-05-08:1786:1,data/etiquetas/etiquetas_escalado_r10.csv,Consejo del Banco Central de Chile,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: encabezado de acta: lista de asistentes y fecha.,5bb5299799f455e4189d31f42598d5653636c91d6eee4162ba1761052b3f0d74,1277
RPM-2008-05-08:1789:1,data/etiquetas/etiquetas_escalado_r10.csv,Jorge Desormeaux Jiménez,neutral,1,neutral,1,neutral,1,compatible,alta,puede que esos inventarios no sean deseados,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,dbdeb22225ea496384661708053a41b5b5cde3b4463d8e1b6e2863ccaa4900ce,96
