intervencion_id,archivo_origen,actor,etiqueta_ia_original,es_relevante_ia_original,etiqueta_v2_vigente,es_relevante_v2_vigente,etiqueta_v3,es_relevante_v3,resultado_revision,confianza_revision,cita_literal_espacios_normalizados,fundamento_revision,sha256_texto,n_caracteres_texto
RPM-2014-01-16:5975:1,data/etiquetas/etiquetas_escalado_r12.csv,Rodrigo Vergara Montes,neutral,1,neutral,1,neutral,1,compatible,alta,"se observa un panorama económico mundial más tranquilo y positivo, con alguna volatilidad en las economías emergentes",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,9a1264378ba2f0fa7d2313d1a8b02cfedbcb29f3598045d750d7ba24618ef9f4,1753
RPM-2014-12-11:6530:2,data/etiquetas/etiquetas_escalado_r12.csv,Rodrigo Vergara Montes,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: transito procedimental: apertura de la exposicion del escenario interno.,753e19b8b6284340209737100366af96c02cc092978ecb7afb45e630177269b0,239
RPM-2014-05-15:6233:1,data/etiquetas/etiquetas_escalado_r12.csv,Rodrigo Vergara Montes,neutral,1,neutral,1,neutral,1,compatible,alta,"si todo va de acuerdo con lo proyectado, a fines de año la Reserva Federal terminaría con la compra de activos",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,00beb9a533f9698706c0deb44b0fe7fa92ef487663e8051d7a600d34f1842dfe,1412
RPM-2014-01-16:5971:1,data/etiquetas/etiquetas_escalado_r12.csv,Rodrigo Vergara Montes,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: agradecimiento y concesion de la palabra (logistica).,9c08005ae69233288c85c20803848603bb98f0fae95bd3bac5b7fdc21b510be0,187
RPM-2014-03-13:6093:2,data/etiquetas/etiquetas_escalado_r12.csv,Rodrigo Vergara Montes,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: suspension de la reunion (logistica).,4dd95d6ec4cdd94ac898121cd0402d93fbe388683ad89bcc100ca6993c5a437d,246
RPM-2014-08-14:6369:1,data/etiquetas/etiquetas_escalado_r12.csv,Sebastián Claro Edwards,neutral,1,neutral,1,neutral,1,compatible,alta,"si bien se ha registrado una desaceleración bastante significativa de inventarios, las encuestas sugieren que siguen siendo excesivos",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,3d3ba25acfa95321367d6300defec0a0e339f1e7b86daace642df7818ad50efa,292
RPM-2014-10-16:6452:1,data/etiquetas/etiquetas_escalado_r12.csv,Miguel Fuentes Díaz,neutral,1,neutral,1,neutral,1,compatible,alta,las expectativas de consumidores y empresarios volvieron a caer en el mes de septiembre,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,cdc30ed22a4bd5b93daa22c262fd65c699365f2bce5926a4349db0632e129d45,1706
RPM-2014-05-15:6214:1,data/etiquetas/etiquetas_escalado_r12.csv,Pablo García Silva,neutral,1,neutral,1,neutral,1,compatible,alta,sugería que el traspaso de la depreciación del tipo de cambio ha sido mayor que el previsto,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,3298076c8faae347cd3f1ba2057122b0e87482d6d38e95f41c9f029884244032,1142
RPM-2014-07-15:6340:3,data/etiquetas/etiquetas_escalado_r12.csv,Consejo del Banco Central de Chile,dovish,1,dovish,1,dovish,1,compatible,alta,"acordó reducir la tasa de interés de política monetaria en 25 puntos base, a 3,75% anual",Compatible con dovish: dirección respaldada en la unidad. No depende solo del menú o fase.,7ea10e8b935f38c2e767a5210810e0fc2fa953582b4fad389f3c3385d7fd8083,2394
RPM-2014-12-11:6547:1,data/etiquetas/etiquetas_escalado_r12.csv,Rodrigo Vergara Montes,neutral,1,neutral,1,neutral,1,compatible,alta,"su voto es por mantener la Tasa de Política Monetaria en 3,0% anual y el sesgo neutral del último Comunicado",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,7501dc7b1d15c3dd4fa36ddedd2d96fedf7e29f61d439c746904d45c8ec8746e,640
RPM-2014-06-12:6261:1,data/etiquetas/etiquetas_escalado_r12.csv,Sebastián Claro Edwards,neutral,1,neutral,1,neutral,1,compatible,alta,consulta por las razones que sustentan la corrección al alza del sector construcción,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,703e3abb29478d315aea2bb639f1e363017911dbdf2af0a8034e50a4a6f0189c,120
RPM-2014-10-16:6451:2,data/etiquetas/etiquetas_escalado_r12.csv,Miguel Ricaurte Bermúdez,neutral,1,neutral,1,neutral,1,compatible,alta,"el escenario actual debe ser analizado con cautela, ya que ha sido muy afectado por los acontecimientos de las últimas dos semanas",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,fb2e3b47106aca1880bec203414fbac0274ab70dd2766d21eb56d8658cf10de1,329
RPM-2015-08-13:6965:1,data/etiquetas/etiquetas_escalado_r12.csv,Beltrán de Ramón Acevedo,neutral,1,dovish,1,dovish,1,compatible,media,"la opción de subir la tasa es confusa y se justificaría únicamente en un contexto de desanclaje, que hoy no está presente",Compatible con dovish: dirección respaldada en la unidad. No depende solo del menú o fase.,2fe2fed24135c473b3990d273f09b85df7497564ef923843c96f584dc6de2576,2831
RPM-2015-05-14:6774:1,data/etiquetas/etiquetas_escalado_r12.csv,Miguel Fuentes Díaz,neutral,1,neutral,1,neutral,1,compatible,alta,"la tasa de desempleo se mantiene en 6,1%, en un contexto de baja creación de empleo",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,d5b5147e49d7c1d8c32d10d14e346b9b5d055774f71f556da9416866ee5f10d5,370
RPM-2015-08-13:6921:1,data/etiquetas/etiquetas_escalado_r12.csv,Rodrigo Vergara Montes,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: agradecimiento y concesion de la palabra (logistica).,a211423de79062ec28fd2231cf614aeda91993a6998ea52a6cfd9e6a10c79c29,153
RPM-2015-10-15:7110:1,data/etiquetas/etiquetas_escalado_r12.csv,Consejo del Banco Central de Chile,hawkish,1,hawkish,1,hawkish,1,compatible,alta,"acordó aumentar la tasa de interés de política monetaria en 25 puntos base, hasta 3,25%",Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,8568f3981f9225bb1c542005746b270128390e92421fae5b27c812c1ca5c8df8,2130
RPM-2015-06-11:6854:1,data/etiquetas/etiquetas_escalado_r12.csv,Alberto Naudon Dell'Oro,neutral,1,dovish,1,neutral,1,cambio_etiqueta,alta,propone como única opción relevante mantener la TPM en 3% y el sesgo neutral,"Mantención con sesgo explícitamente neutral, sin dirección futura: caso N del codebook, no D.",72952d03bd61ce1407f1f3e03d2d91ff05de5b5c7b417c50c62401eeb36a4173,5361
RPM-2015-12-17:7162:1,data/etiquetas/etiquetas_escalado_r12.csv,Beltrán de Ramón Acevedo,neutral,1,neutral,1,neutral,1,compatible,alta,consulta por las causas detrás del ajuste tan menor en la proyección de inflación de la Reserva Federal para el año 2016,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,fe725d6da285a4aa99da7658068271725f8f3fb04b7e70ad0343f0d987de5f59,269
RPM-2015-10-15:7097:2,data/etiquetas/etiquetas_escalado_r12.csv,Consejo del Banco Central de Chile,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: reanudacion de sesion e incorporacion de autoridad (logistica).,88301ffd107851b8c199a0610e61930442751fc4ef430859664112b58e4894f5,145
RPM-2015-09-15:7021:1,data/etiquetas/etiquetas_escalado_r12.csv,Miguel Fuentes Díaz,neutral,1,neutral,1,neutral,1,compatible,alta,"el crecimiento del consumo privado está por debajo del aumento de los ingresos laborales, lo que es coherente con expectativas más pesimistas de los consumidores",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,7ff74e512770584899d401d107a6fb4112594a2d2c8bce0417d5861cb44bf17a,783
RPM-2015-08-13:6925:1,data/etiquetas/etiquetas_escalado_r12.csv,Rodrigo Vergara Montes,neutral,1,neutral,1,neutral,1,compatible,alta,"los riesgos más importantes para Chile provienen de China, no así de Europa y Estados Unidos de América",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,5d5d91597ebad55e7a78e9afaba40e2508096e84862d13bad45e1e382090aff3,1266
RPM-2015-01-15:6550:1,data/etiquetas/etiquetas_escalado_r12.csv,Rodrigo Vergara Montes,neutral,0,neutral,0,neutral,0,compatible,alta,,"Compatible con N/relevancia0: inicio de reunion, fijacion de fecha e invitacion a exponer (logistica).",3700ead7a71914a5b5104d38948a5fded27a9df31f32e530c6d8614521ceca4d,471
RPM-2015-12-17:7194:2,data/etiquetas/etiquetas_escalado_r12.csv,Alberto Naudon Dell'Oro,neutral,1,neutral,1,neutral,1,compatible,alta,el Banco Central estaría sobreestimando el crecimiento de esa industria,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,ae4f89f32505dc74cbbbe3254e2781014235ecde8e478a3304a383a44efa3e33,409
