intervencion_id,meeting_id,fold,etiqueta_v3,pred_mrbert,logit_hawkish,logit_dovish,logit_neutral
RPM-2008-09-04:2050:3,RPM-2008-09-04,2,neutral,neutral,-5.1953125,-1.0410156,6.8359375
RPM-2008-09-04:2067:1,RPM-2008-09-04,2,neutral,neutral,-4.4179688,-2.2441406,8.8828125
RPM-2008-09-04:2086:1,RPM-2008-09-04,2,hawkish,hawkish,4.78125,-1.3798828,-3.1171875
RPM-2008-09-04:2095:1,RPM-2008-09-04,2,hawkish,hawkish,6.6132812,-1.5546875,-4.1679688
RPM-2009-07-09:2637:2,RPM-2009-07-09,2,neutral,neutral,-5.1367188,0.9536133,5.46875
RPM-2009-10-13:2715:1,RPM-2009-10-13,2,neutral,neutral,-5.0898438,-2.8320312,7.7148438
RPM-2009-10-13:2718:1,RPM-2009-10-13,2,neutral,neutral,-5.3789062,-2.0527344,9.7734375
RPM-2009-10-13:2726:2,RPM-2009-10-13,2,neutral,neutral,-3.9121094,-2.2480469,8.7421875
RPM-2009-10-13:2728:1,RPM-2009-10-13,2,neutral,neutral,-4.6523438,-2.7167969,8.078125
RPM-2009-10-13:2729:1,RPM-2009-10-13,2,neutral,neutral,-4.5703125,-2.1757812,9.03125
RPM-2009-10-13:2734:2,RPM-2009-10-13,2,neutral,neutral,-5.3828125,-3.1972656,9.2109375
RPM-2009-10-13:2758:1,RPM-2009-10-13,2,dovish,dovish,0.6513672,0.7832031,0.3503418
RPM-2010-09-16:3346:1,RPM-2010-09-16,2,neutral,neutral,-6.4179688,-1.7851562,9.8203125
RPM-2010-09-16:3354:3,RPM-2010-09-16,2,neutral,neutral,-5.3007812,-2.0742188,5.7890625
RPM-2010-09-16:3374:1,RPM-2010-09-16,2,neutral,neutral,-3.0,-1.1914062,5.4375
RPM-2010-09-16:3389:1,RPM-2010-09-16,2,neutral,neutral,-5.3710938,-1.984375,8.2890625
RPM-2010-09-16:3395:4,RPM-2010-09-16,2,neutral,neutral,-5.6132812,-2.828125,8.7734375
RPM-2010-09-16:3409:2,RPM-2010-09-16,2,neutral,neutral,-5.640625,-2.6445312,8.640625
RPM-2011-01-13:3656:3,RPM-2011-01-13,2,neutral,neutral,-4.4140625,-2.8027344,7.2421875
RPM-2011-01-13:3651:1,RPM-2011-01-13,2,neutral,neutral,-3.1074219,-1.2158203,5.6523438
RPM-2011-01-13:3659:1,RPM-2011-01-13,2,neutral,neutral,-5.9335938,-1.4677734,7.7265625
RPM-2011-01-13:3672:1,RPM-2011-01-13,2,neutral,neutral,-3.5742188,-2.0566406,5.703125
RPM-2011-01-13:3698:1,RPM-2011-01-13,2,neutral,neutral,-4.359375,-0.80371094,4.1132812
RPM-2012-03-15:4681:1,RPM-2012-03-15,2,neutral,neutral,-4.390625,-1.0546875,6.4296875
RPM-2012-03-15:4697:1,RPM-2012-03-15,2,neutral,neutral,-3.5976562,-1.4501953,6.2617188
RPM-2012-03-15:4706:2,RPM-2012-03-15,2,neutral,neutral,-3.7109375,-1.9570312,7.1601562
RPM-2012-03-15:4721:1,RPM-2012-03-15,2,neutral,neutral,-1.3007812,0.33081055,2.2402344
RPM-2013-11-19:5866:1,RPM-2013-11-19,2,neutral,neutral,-3.0722656,-0.6225586,5.3242188
RPM-2013-11-19:5872:1,RPM-2013-11-19,2,neutral,neutral,-5.0,-2.09375,8.765625
RPM-2013-11-19:5884:3,RPM-2013-11-19,2,neutral,neutral,-4.4257812,-3.203125,9.671875
RPM-2013-11-19:5901:1,RPM-2013-11-19,2,dovish,dovish,-1.4541016,3.3027344,0.36669922
RPM-2014-09-11:6405:1,RPM-2014-09-11,2,neutral,neutral,-5.4921875,0.75683594,5.3984375
RPM-2014-09-11:6406:1,RPM-2014-09-11,2,neutral,neutral,-4.421875,-1.9013672,7.2890625
RPM-2014-09-11:6415:3,RPM-2014-09-11,2,neutral,dovish,-4.6132812,2.40625,1.0253906
RPM-2014-09-11:6423:1,RPM-2014-09-11,2,neutral,neutral,-4.8632812,-1.7890625,7.7539062
RPM-2015-01-15:6550:1,RPM-2015-01-15,2,neutral,neutral,-5.9921875,-1.34375,9.5
RPM-2015-01-15:6585:1,RPM-2015-01-15,2,neutral,neutral,-1.8955078,1.0244141,1.578125
RPM-2015-01-15:6592:1,RPM-2015-01-15,2,neutral,neutral,-5.9335938,-2.6015625,9.5078125
RPM-2006-01-12:567:1,RPM-2006-01-12,2,neutral,neutral,-4.9921875,-1.1044922,7.0859375
RPM-2009-07-09:2629:3,RPM-2009-07-09,2,neutral,neutral,-4.0273438,-0.49438477,5.6835938
RPM-2009-10-13:2757:2,RPM-2009-10-13,2,dovish,hawkish,1.4707031,-0.4987793,0.8261719
RPM-2009-12-15:2828:1,RPM-2009-12-15,2,neutral,neutral,-1.5722656,-0.033447266,4.3632812
RPM-2010-09-16:3345:1,RPM-2010-09-16,2,neutral,neutral,-3.9824219,-0.9379883,6.4335938
RPM-2011-01-13:3717:1,RPM-2011-01-13,2,neutral,neutral,-4.15625,-2.6445312,7.9882812
RPM-2013-11-19:5861:1,RPM-2013-11-19,2,neutral,neutral,-3.7441406,0.031585693,4.7929688
RPM-2007-10-11:1502:1,RPM-2007-10-11,2,neutral,neutral,-3.4003906,-0.6069336,6.3242188
RPM-2008-09-04:2094:1,RPM-2008-09-04,2,hawkish,hawkish,3.7539062,-0.24731445,-1.859375
RPM-2008-09-04:2099:1,RPM-2008-09-04,2,hawkish,hawkish,5.1328125,-0.9609375,-3.0117188
RPM-2007-10-11:1504:2,RPM-2007-10-11,2,neutral,neutral,-3.2265625,-2.3789062,6.3828125
RPM-2008-09-04:2073:1,RPM-2008-09-04,2,neutral,neutral,-2.5742188,-0.9194336,5.4882812
RPM-2012-03-15:4701:1,RPM-2012-03-15,2,neutral,neutral,-3.7109375,-1.6972656,6.5546875
RPM-2014-09-11:6414:1,RPM-2014-09-11,2,neutral,neutral,-3.796875,-3.2382812,5.6992188
RPM-2006-10-12:919:1,RPM-2006-10-12,2,neutral,neutral,-4.2578125,-3.1445312,7.1992188
RPM-2007-10-11:1519:1,RPM-2007-10-11,2,neutral,hawkish,2.4160156,0.18017578,-1.2363281
RPM-2009-10-13:2747:1,RPM-2009-10-13,2,neutral,neutral,-4.4804688,-1.4472656,6.5078125
RPM-2012-03-15:4689:2,RPM-2012-03-15,2,neutral,neutral,-2.3027344,-2.4277344,4.4492188
RPM-2012-03-15:4720:1,RPM-2012-03-15,2,neutral,neutral,-5.6015625,-2.7285156,10.015625
RPM-2013-11-19:5900:1,RPM-2013-11-19,2,dovish,neutral,-2.1210938,1.515625,1.8837891
RPM-2014-09-11:6397:1,RPM-2014-09-11,2,neutral,neutral,-5.2148438,-0.4074707,7.7070312
RPM-2014-09-11:6437:1,RPM-2014-09-11,2,dovish,dovish,-1.1611328,1.8613281,0.10217285
RPM-2005-04-07:201:1,RPM-2005-04-07,2,neutral,neutral,-3.8183594,-1.3916016,6.2382812
RPM-2005-04-07:202:2,RPM-2005-04-07,2,neutral,neutral,-1.0,-0.98876953,2.7539062
RPM-2005-04-07:202:3,RPM-2005-04-07,2,neutral,neutral,-3.1699219,-2.7246094,6.7070312
RPM-2005-04-07:203:1,RPM-2005-04-07,2,neutral,neutral,-3.953125,-2.3398438,8.125
RPM-2005-04-07:203:2,RPM-2005-04-07,2,neutral,neutral,-3.2988281,-2.4804688,6.4335938
RPM-2005-04-07:203:3,RPM-2005-04-07,2,neutral,neutral,-4.734375,-1.3515625,6.21875
RPM-2005-04-07:203:4,RPM-2005-04-07,2,neutral,neutral,-4.5976562,-2.5175781,7.8007812
RPM-2005-04-07:204:1,RPM-2005-04-07,2,neutral,neutral,-4.390625,-2.2734375,7.6015625
RPM-2005-04-07:204:2,RPM-2005-04-07,2,neutral,neutral,-5.109375,-1.5234375,6.3125
