intervencion_id,meeting_id,fold,etiqueta_v3,pred_mrbert,logit_hawkish,logit_dovish,logit_neutral
RPM-2008-06-10:1869:7,RPM-2008-06-10,1,neutral,neutral,-6.3203125,-4.1992188,10.1171875
RPM-2008-06-10:1873:4,RPM-2008-06-10,1,neutral,neutral,-6.3046875,-3.0097656,9.96875
RPM-2008-06-10:1889:3,RPM-2008-06-10,1,neutral,neutral,-4.6445312,-1.7792969,7.046875
RPM-2008-07-10:1916:2,RPM-2008-07-10,1,neutral,neutral,-2.609375,-1.7246094,5.3984375
RPM-2008-07-10:1917:3,RPM-2008-07-10,1,neutral,neutral,-5.3867188,-2.5546875,10.078125
RPM-2008-07-10:1948:2,RPM-2008-07-10,1,neutral,neutral,-2.421875,-1.4501953,5.3671875
RPM-2008-12-11:2177:2,RPM-2008-12-11,1,neutral,neutral,-5.546875,-2.5898438,11.5078125
RPM-2008-12-11:2221:2,RPM-2008-12-11,1,neutral,neutral,-3.7695312,-1.8642578,6.9609375
RPM-2008-12-11:2229:1,RPM-2008-12-11,1,neutral,neutral,-4.5742188,-2.0566406,8.2421875
RPM-2008-12-11:2232:1,RPM-2008-12-11,1,neutral,neutral,-6.7578125,-1.6621094,9.2578125
RPM-2009-09-08:2705:7,RPM-2009-09-08,1,neutral,neutral,-6.9179688,-3.3105469,9.3828125
RPM-2010-08-12:3286:3,RPM-2010-08-12,1,neutral,neutral,-4.625,-1.6484375,7.7890625
RPM-2010-08-12:3302:1,RPM-2010-08-12,1,neutral,neutral,-4.4882812,-3.4941406,8.0703125
RPM-2010-08-12:3303:3,RPM-2010-08-12,1,neutral,neutral,-3.8066406,-1.4667969,7.0742188
RPM-2010-08-12:3308:2,RPM-2010-08-12,1,neutral,neutral,-6.609375,-1.3037109,8.9921875
RPM-2010-08-12:3310:4,RPM-2010-08-12,1,neutral,neutral,-3.7480469,-1.8574219,5.3164062
RPM-2013-08-13:5718:1,RPM-2013-08-13,1,neutral,neutral,-7.5625,-2.375,10.46875
RPM-2013-08-13:5727:2,RPM-2013-08-13,1,neutral,neutral,-7.2773438,-2.1035156,9.484375
RPM-2013-08-13:5738:2,RPM-2013-08-13,1,neutral,neutral,-5.09375,-2.3496094,10.3984375
RPM-2013-08-13:5748:1,RPM-2013-08-13,1,neutral,neutral,-1.5654297,-1.296875,2.578125
RPM-2014-10-16:6451:2,RPM-2014-10-16,1,neutral,neutral,-5.890625,-2.5703125,11.2734375
RPM-2014-10-16:6452:1,RPM-2014-10-16,1,neutral,neutral,-5.2929688,-0.08215332,6.7539062
RPM-2015-05-14:6760:1,RPM-2015-05-14,1,neutral,neutral,-8.90625,-0.9345703,13.1640625
RPM-2015-05-14:6762:1,RPM-2015-05-14,1,neutral,neutral,-7.1523438,-3.6796875,9.7890625
RPM-2015-05-14:6769:2,RPM-2015-05-14,1,neutral,neutral,-7.1953125,-1.8681641,7.8828125
RPM-2015-05-14:6772:1,RPM-2015-05-14,1,neutral,neutral,-5.1640625,-1.7988281,7.1953125
RPM-2015-05-14:6773:1,RPM-2015-05-14,1,neutral,neutral,-5.9570312,-1.3613281,8.296875
RPM-2015-05-14:6774:1,RPM-2015-05-14,1,neutral,neutral,-5.8671875,-1.8388672,8.640625
RPM-2015-05-14:6800:1,RPM-2015-05-14,1,neutral,neutral,-8.2109375,-3.3789062,10.359375
RPM-2008-06-10:1879:1,RPM-2008-06-10,1,neutral,neutral,-3.4589844,-1.8535156,7.1054688
RPM-2008-07-10:1975:1,RPM-2008-07-10,1,neutral,hawkish,0.8017578,-3.3046875,0.31762695
