intervencion_id,meeting_id,fold,etiqueta_v3,pred_mrbert,logit_hawkish,logit_dovish,logit_neutral
RPM-2008-05-08:1786:1,RPM-2008-05-08,5,neutral,neutral,-3.0722656,-1.65625,6.2851562
RPM-2008-05-08:1789:1,RPM-2008-05-08,5,neutral,neutral,-3.7441406,-2.6191406,6.3671875
RPM-2008-05-08:1828:2,RPM-2008-05-08,5,neutral,neutral,-3.8691406,-1.3291016,11.3046875
RPM-2010-02-11:2915:1,RPM-2010-02-11,5,neutral,neutral,-3.0253906,-1.7080078,7.75
RPM-2010-02-11:2931:3,RPM-2010-02-11,5,neutral,neutral,-3.390625,-5.3671875,9.9140625
RPM-2010-02-11:2932:1,RPM-2010-02-11,5,neutral,neutral,-1.7373047,-3.0878906,9.46875
RPM-2010-02-11:2943:1,RPM-2010-02-11,5,neutral,neutral,-6.3632812,-1.4345703,9.6796875
RPM-2010-02-11:2958:2,RPM-2010-02-11,5,neutral,neutral,-4.1640625,-1.8720703,7.625
RPM-2010-02-11:2962:2,RPM-2010-02-11,5,neutral,neutral,-3.7480469,-4.4140625,7.1640625
RPM-2010-04-15:3065:1,RPM-2010-04-15,5,neutral,neutral,-3.0996094,-2.2089844,11.7421875
RPM-2010-10-14:3434:3,RPM-2010-10-14,5,neutral,neutral,-4.4257812,-2.5605469,9.65625
RPM-2010-10-14:3476:5,RPM-2010-10-14,5,neutral,neutral,-2.6367188,-2.3007812,8.2734375
RPM-2010-10-14:3491:1,RPM-2010-10-14,5,hawkish,hawkish,4.8984375,0.9951172,-2.1113281
RPM-2010-10-14:3492:1,RPM-2010-10-14,5,hawkish,hawkish,5.5742188,1.1582031,-2.421875
RPM-2011-11-15:4433:3,RPM-2011-11-15,5,neutral,neutral,-3.8359375,-0.5786133,7.8242188
RPM-2011-09-15:4314:2,RPM-2011-09-15,5,neutral,neutral,-4.3789062,-3.7109375,7.234375
RPM-2011-09-15:4329:1,RPM-2011-09-15,5,neutral,neutral,-0.039520264,3.3496094,3.5527344
RPM-2011-09-15:4333:1,RPM-2011-09-15,5,neutral,neutral,-0.43432617,1.3964844,3.5644531
RPM-2011-11-15:4410:1,RPM-2011-11-15,5,neutral,neutral,-2.6484375,-1.5009766,4.8789062
RPM-2011-11-15:4420:1,RPM-2011-11-15,5,neutral,neutral,-3.3671875,-1.2871094,10.0625
RPM-2011-11-15:4437:3,RPM-2011-11-15,5,neutral,neutral,-4.25,-0.71191406,8.6875
RPM-2011-11-15:4438:1,RPM-2011-11-15,5,neutral,neutral,-4.0859375,-2.0507812,5.3359375
RPM-2012-09-13:5060:1,RPM-2012-09-13,5,neutral,neutral,-5.171875,-2.2910156,8.4296875
RPM-2012-09-13:5068:1,RPM-2012-09-13,5,neutral,neutral,-5.0234375,0.041900635,10.1015625
RPM-2012-09-13:5075:1,RPM-2012-09-13,5,neutral,neutral,-2.9199219,0.2536621,7.5625
RPM-2012-09-13:5086:1,RPM-2012-09-13,5,neutral,neutral,-3.8183594,-2.7910156,7.6835938
RPM-2014-01-16:5968:1,RPM-2014-01-16,5,neutral,neutral,-2.8652344,-0.09515381,7.1054688
RPM-2014-01-16:5999:1,RPM-2014-01-16,5,neutral,neutral,-5.1523438,-2.546875,7.5664062
RPM-2014-05-15:6195:3,RPM-2014-05-15,5,neutral,neutral,-4.734375,0.15966797,9.1484375
RPM-2014-05-15:6202:1,RPM-2014-05-15,5,neutral,neutral,-5.1132812,-0.5961914,9.640625
RPM-2014-05-15:6207:1,RPM-2014-05-15,5,neutral,neutral,-4.9257812,-0.8417969,8.0546875
RPM-2014-05-15:6229:1,RPM-2014-05-15,5,neutral,neutral,-3.8183594,-2.7910156,7.6835938
RPM-2014-01-16:5971:1,RPM-2014-01-16,5,neutral,neutral,-3.7167969,-2.6953125,8.265625
RPM-2014-01-16:5975:1,RPM-2014-01-16,5,neutral,neutral,-2.8105469,-0.14282227,7.75
RPM-2014-05-15:6214:1,RPM-2014-05-15,5,neutral,neutral,-2.1445312,-1.7763672,6.3046875
RPM-2014-05-15:6233:1,RPM-2014-05-15,5,neutral,neutral,-0.47705078,0.16723633,5.2851562
RPM-2015-08-13:6921:1,RPM-2015-08-13,5,neutral,neutral,-2.9902344,-1.9804688,7.2695312
RPM-2015-08-13:6925:1,RPM-2015-08-13,5,neutral,neutral,-2.1210938,-0.7963867,8.453125
RPM-2015-08-13:6937:1,RPM-2015-08-13,5,neutral,neutral,-3.5644531,0.91503906,6.21875
RPM-2015-08-13:6965:1,RPM-2015-08-13,5,dovish,hawkish,3.4707031,1.0068359,1.6298828
RPM-2015-09-15:6990:1,RPM-2015-09-15,5,neutral,neutral,-5.4570312,-2.9882812,11.0546875
RPM-2015-09-15:6996:1,RPM-2015-09-15,5,neutral,neutral,-4.3046875,-0.74658203,9.5078125
RPM-2015-09-15:7003:2,RPM-2015-09-15,5,neutral,neutral,-3.5097656,-2.5644531,8.53125
RPM-2015-09-15:7015:1,RPM-2015-09-15,5,neutral,neutral,-4.5664062,-0.50927734,9.9609375
RPM-2015-09-15:7021:1,RPM-2015-09-15,5,neutral,neutral,-2.78125,-0.28979492,7.6210938
RPM-2007-03-15:1105:1,RPM-2007-03-15,5,neutral,neutral,-2.6035156,-1.6083984,8.265625
RPM-2007-03-15:1156:1,RPM-2007-03-15,5,neutral,neutral,-3.1113281,-2.5527344,7.6132812
RPM-2010-02-11:2915:4,RPM-2010-02-11,5,neutral,neutral,-2.8710938,-2.421875,7.4101562
RPM-2011-09-15:4319:1,RPM-2011-09-15,5,neutral,neutral,-3.0722656,-0.6855469,7.5742188
RPM-2012-05-17:4793:1,RPM-2012-05-17,5,neutral,neutral,-3.1914062,-1.4111328,7.8398438
RPM-2006-07-13:745:4,RPM-2006-07-13,5,neutral,neutral,-2.0703125,-1.3291016,8.0390625
RPM-2007-02-08:1083:1,RPM-2007-02-08,5,neutral,neutral,0.23876953,-1.9394531,5.8789062
RPM-2010-04-15:3076:1,RPM-2010-04-15,5,hawkish,hawkish,4.1757812,1.1191406,1.1953125
RPM-2010-10-14:3449:4,RPM-2010-10-14,5,neutral,neutral,-0.37817383,-0.48950195,5.2148438
RPM-2012-05-17:4822:1,RPM-2012-05-17,5,neutral,neutral,-3.9003906,-1.9746094,7.2773438
RPM-2012-09-13:5089:1,RPM-2012-09-13,5,neutral,neutral,-0.25048828,2.2734375,3.7207031
RPM-2014-01-16:5990:1,RPM-2014-01-16,5,neutral,neutral,-2.140625,-0.27783203,6.9570312
RPM-2014-05-15:6234:1,RPM-2014-05-15,5,dovish,dovish,2.2167969,4.0039062,1.1269531
RPM-2006-07-13:758:1,RPM-2006-07-13,5,neutral,neutral,-0.18896484,-3.8242188,9.109375
RPM-2007-02-08:1074:1,RPM-2007-02-08,5,neutral,neutral,-2.4140625,-3.4960938,7.3984375
RPM-2007-12-13:1614:1,RPM-2007-12-13,5,hawkish,hawkish,4.5390625,-0.4880371,1.4169922
RPM-2010-02-11:2897:1,RPM-2010-02-11,5,neutral,neutral,-6.3398438,-2.3828125,8.8046875
RPM-2010-04-15:3063:2,RPM-2010-04-15,5,neutral,neutral,-2.3417969,-1.0488281,8.6640625
RPM-2011-09-15:4332:1,RPM-2011-09-15,5,neutral,neutral,1.4433594,2.0820312,2.7070312
RPM-2014-01-16:5972:1,RPM-2014-01-16,5,neutral,neutral,-1.9257812,-0.7470703,6.4257812
RPM-2014-05-15:6193:1,RPM-2014-05-15,5,neutral,neutral,-3.2949219,0.023269653,7.1992188
RPM-2014-05-15:6212:1,RPM-2014-05-15,5,neutral,neutral,-1.5009766,-0.025039673,7.59375
RPM-2014-05-15:6218:1,RPM-2014-05-15,5,neutral,neutral,-3.4589844,-1.0742188,8.3515625
RPM-2014-05-15:6220:1,RPM-2014-05-15,5,neutral,neutral,-4.3125,-2.4628906,10.6171875
RPM-2015-09-15:7011:1,RPM-2015-09-15,5,neutral,neutral,-2.5898438,-0.19055176,7.2304688
RPM-2007-03-15:1167:1,RPM-2007-03-15,5,hawkish,neutral,1.0253906,0.39770508,6.3007812
RPM-2010-10-14:3435:1,RPM-2010-10-14,5,neutral,neutral,-3.5761719,-2.4589844,9.375
RPM-2014-05-15:6189:1,RPM-2014-05-15,5,neutral,neutral,-3.2851562,-0.5698242,8.7578125
RPM-2014-05-15:6221:1,RPM-2014-05-15,5,neutral,neutral,-5.0898438,-1.5195312,7.2460938
RPM-2015-02-12:6620:1,RPM-2015-02-12,5,neutral,neutral,-2.4980469,-0.515625,7.5703125
RPM-2015-02-12:6624:1,RPM-2015-02-12,5,neutral,neutral,0.68603516,-1.0283203,5.375
RPM-2006-02-09:581:2,RPM-2006-02-09,5,neutral,neutral,-1.7724609,-3.8046875,8.828125
RPM-2006-02-09:587:10,RPM-2006-02-09,5,neutral,neutral,-3.8867188,-1.4326172,8.890625
RPM-2006-07-13:752:1,RPM-2006-07-13,5,neutral,neutral,-5.4375,-3.6074219,10.59375
RPM-2006-07-13:770:1,RPM-2006-07-13,5,neutral,neutral,-4.4726562,-3.1015625,11.4296875
RPM-2006-07-13:772:1,RPM-2006-07-13,5,hawkish,hawkish,4.3984375,-1.1611328,0.9526367
RPM-2006-07-13:774:1,RPM-2006-07-13,5,hawkish,hawkish,5.4648438,0.44482422,-0.45214844
