intervencion_id,meeting_id,fold,etiqueta_v3,pred_mrbert,logit_hawkish,logit_dovish,logit_neutral
RPM-2008-01-10:1628:1,RPM-2008-01-10,3,neutral,neutral,-5.1796875,-4.0820312,7.2617188
RPM-2009-08-13:2656:1,RPM-2009-08-13,3,neutral,neutral,-1.8798828,-2.2636719,3.8925781
RPM-2009-08-13:2660:1,RPM-2009-08-13,3,neutral,neutral,-3.9160156,-1.9160156,2.1835938
RPM-2009-08-13:2665:1,RPM-2009-08-13,3,neutral,neutral,-4.4257812,-2.4921875,3.9902344
RPM-2009-08-13:2668:1,RPM-2009-08-13,3,neutral,neutral,-6.3203125,-3.0703125,7.3164062
RPM-2009-08-13:2674:3,RPM-2009-08-13,3,neutral,neutral,-6.7890625,-2.9316406,7.1328125
RPM-2009-08-13:2679:1,RPM-2009-08-13,3,neutral,neutral,-5.2070312,-3.7988281,6.25
RPM-2009-08-13:2681:1,RPM-2009-08-13,3,neutral,dovish,-0.085632324,0.4658203,-1.2080078
RPM-2010-06-15:3134:1,RPM-2010-06-15,3,neutral,neutral,-6.6445312,-3.4902344,8.1953125
RPM-2010-06-15:3147:1,RPM-2010-06-15,3,neutral,neutral,-5.0625,-2.65625,7.8125
RPM-2010-06-15:3151:1,RPM-2010-06-15,3,neutral,neutral,-5.7109375,-3.3847656,6.0273438
RPM-2010-06-15:3188:1,RPM-2010-06-15,3,neutral,neutral,-4.3789062,-2.6289062,5.09375
RPM-2010-06-15:3192:1,RPM-2010-06-15,3,neutral,neutral,-2.3105469,-4.7539062,2.7949219
RPM-2011-08-18:4267:2,RPM-2011-08-18,3,neutral,neutral,-5.109375,-2.7304688,6.7539062
RPM-2011-08-18:4234:2,RPM-2011-08-18,3,neutral,neutral,-6.59375,-3.1582031,4.921875
RPM-2012-04-17:4743:1,RPM-2012-04-17,3,neutral,neutral,-4.8515625,-2.5292969,5.09375
RPM-2012-04-17:4770:1,RPM-2012-04-17,3,neutral,neutral,-3.9667969,-3.0800781,7.515625
RPM-2012-04-17:4771:1,RPM-2012-04-17,3,neutral,neutral,-5.640625,-0.7089844,6.0390625
RPM-2012-04-17:4778:3,RPM-2012-04-17,3,neutral,neutral,-3.8515625,-2.8203125,6.7617188
RPM-2012-04-17:4790:2,RPM-2012-04-17,3,neutral,neutral,-2.0117188,0.03363037,0.58984375
RPM-2013-01-17:5279:2,RPM-2013-01-17,3,neutral,neutral,-6.3398438,-3.625,6.4609375
RPM-2014-03-13:6063:1,RPM-2014-03-13,3,neutral,neutral,-7.328125,-2.8046875,8.6328125
RPM-2014-03-13:6087:1,RPM-2014-03-13,3,neutral,neutral,-3.8144531,-1.5908203,3.6640625
RPM-2014-07-15:6319:3,RPM-2014-07-15,3,neutral,neutral,-3.7773438,-2.9355469,3.6445312
RPM-2014-07-15:6340:1,RPM-2014-07-15,3,dovish,dovish,0.14318848,0.42504883,-2.5644531
RPM-2014-08-14:6368:3,RPM-2014-08-14,3,neutral,neutral,-4.953125,-3.8730469,6.8867188
RPM-2014-08-14:6386:1,RPM-2014-08-14,3,dovish,dovish,-1.2529297,1.2138672,-1.4765625
RPM-2014-03-13:6093:2,RPM-2014-03-13,3,neutral,neutral,-5.8320312,-2.9296875,6.9453125
RPM-2014-07-15:6340:3,RPM-2014-07-15,3,dovish,dovish,-0.5136719,1.4794922,-2.4882812
RPM-2014-08-14:6369:1,RPM-2014-08-14,3,neutral,neutral,-7.1210938,-2.9824219,8.6953125
RPM-2015-03-19:6671:1,RPM-2015-03-19,3,neutral,neutral,-5.7578125,-2.7148438,7.0585938
RPM-2005-10-11:437:1,RPM-2005-10-11,3,neutral,neutral,-3.6074219,-3.0996094,6.2070312
RPM-2009-08-13:2674:5,RPM-2009-08-13,3,neutral,neutral,-4.6054688,-2.140625,7.0507812
RPM-2009-08-13:2680:3,RPM-2009-08-13,3,neutral,neutral,-2.4375,-1.6835938,6.5820312
RPM-2011-08-18:4252:2,RPM-2011-08-18,3,neutral,neutral,-4.5625,-3.1289062,8.90625
RPM-2011-08-18:4280:1,RPM-2011-08-18,3,neutral,neutral,-1.1015625,0.14416504,0.16174316
RPM-2014-03-13:6112:1,RPM-2014-03-13,3,neutral,neutral,-6.890625,-3.1152344,6.6796875
RPM-2015-03-19:6664:1,RPM-2015-03-19,3,neutral,neutral,-4.0195312,-1.875,4.1015625
RPM-2015-03-19:6682:1,RPM-2015-03-19,3,neutral,neutral,-3.9199219,-2.1523438,7.28125
RPM-2006-12-14:1021:1,RPM-2006-12-14,3,neutral,neutral,-3.0507812,-0.9819336,6.5195312
RPM-2007-01-11:1047:3,RPM-2007-01-11,3,neutral,neutral,-2.5371094,-2.0722656,7.3828125
RPM-2008-01-10:1618:1,RPM-2008-01-10,3,neutral,neutral,-4.234375,-2.5664062,4.5703125
RPM-2010-06-15:3132:2,RPM-2010-06-15,3,neutral,neutral,-7.5585938,-4.8984375,6.4570312
RPM-2010-06-15:3135:1,RPM-2010-06-15,3,neutral,neutral,-4.7578125,-3.2929688,5.6210938
RPM-2013-01-17:5322:1,RPM-2013-01-17,3,neutral,neutral,-3.2167969,-0.9301758,2.5625
RPM-2014-07-15:6325:1,RPM-2014-07-15,3,dovish,neutral,-4.03125,-1.9902344,4.2695312
RPM-2014-07-15:6341:1,RPM-2014-07-15,3,neutral,neutral,-2.9863281,-1.2753906,6.3242188
RPM-2006-12-14:1019:1,RPM-2006-12-14,3,hawkish,hawkish,0.34448242,-0.03390503,-1.6816406
RPM-2008-01-10:1637:1,RPM-2008-01-10,3,hawkish,hawkish,1.46875,-0.54296875,-2.3125
RPM-2009-08-13:2677:1,RPM-2009-08-13,3,neutral,neutral,-3.5664062,-2.2773438,2.8457031
RPM-2009-08-13:2688:1,RPM-2009-08-13,3,dovish,dovish,-0.86083984,0.6381836,-1.3212891
RPM-2011-08-18:4267:3,RPM-2011-08-18,3,neutral,neutral,-2.6621094,-1.1660156,8.171875
RPM-2012-04-17:4749:1,RPM-2012-04-17,3,neutral,neutral,-6.9804688,-4.140625,11.15625
RPM-2013-01-17:5283:1,RPM-2013-01-17,3,neutral,neutral,-4.9257812,-1.2177734,4.265625
RPM-2014-07-15:6337:1,RPM-2014-07-15,3,neutral,neutral,-6.2382812,-2.796875,10.296875
RPM-2006-12-14:1003:4,RPM-2006-12-14,3,neutral,neutral,-4.484375,-2.2617188,6.9804688
RPM-2008-01-10:1636:1,RPM-2008-01-10,3,hawkish,hawkish,0.38330078,-0.58496094,-0.97216797
RPM-2011-08-18:4216:1,RPM-2011-08-18,3,neutral,neutral,-4.59375,-1.7617188,6.2265625
RPM-2012-04-17:4788:2,RPM-2012-04-17,3,neutral,neutral,-3.4863281,0.26391602,3.8769531
RPM-2012-04-17:4779:1,RPM-2012-04-17,3,neutral,neutral,-3.3378906,-1.1601562,8.375
RPM-2013-01-17:5302:1,RPM-2013-01-17,3,neutral,neutral,-2.796875,-1.3544922,2.1113281
RPM-2005-01-11:10:1,RPM-2005-01-11,3,neutral,neutral,-2.8476562,-3.6074219,3.4140625
RPM-2005-01-11:11:1,RPM-2005-01-11,3,neutral,neutral,-5.1054688,-2.1171875,5.984375
RPM-2005-01-11:12:1,RPM-2005-01-11,3,neutral,neutral,-3.7792969,-1.9101562,4.3085938
RPM-2005-01-11:13:1,RPM-2005-01-11,3,neutral,neutral,-2.9355469,-1.3876953,5.28125
RPM-2005-01-11:14:1,RPM-2005-01-11,3,neutral,neutral,-2.5507812,-2.9375,2.8730469
RPM-2005-01-11:15:1,RPM-2005-01-11,3,neutral,neutral,-5.2890625,-3.4785156,7.171875
RPM-2005-01-11:16:1,RPM-2005-01-11,3,neutral,neutral,-4.7226562,-4.3203125,7.078125
RPM-2005-01-11:17:1,RPM-2005-01-11,3,neutral,neutral,-4.9492188,-4.1015625,6.1640625
RPM-2005-01-11:18:1,RPM-2005-01-11,3,neutral,neutral,-5.5546875,-3.6269531,6.4882812
RPM-2005-01-11:19:1,RPM-2005-01-11,3,neutral,neutral,-6.5,-3.8320312,7.71875
RPM-2005-01-11:1:1,RPM-2005-01-11,3,neutral,neutral,-2.2304688,-2.6113281,4.6328125
RPM-2005-01-11:20:1,RPM-2005-01-11,3,neutral,neutral,-4.6054688,-2.59375,6.3476562
RPM-2005-01-11:21:1,RPM-2005-01-11,3,neutral,neutral,-3.75,-4.5820312,5.1367188
RPM-2005-01-11:22:1,RPM-2005-01-11,3,neutral,neutral,-4.5507812,-3.2285156,6.1171875
RPM-2005-01-11:23:1,RPM-2005-01-11,3,neutral,neutral,-5.265625,-3.2226562,6.5625
RPM-2005-01-11:25:1,RPM-2005-01-11,3,neutral,neutral,-3.9765625,-3.7050781,5.4960938
RPM-2005-01-11:26:1,RPM-2005-01-11,3,neutral,neutral,-2.5527344,-1.1943359,3.5351562
RPM-2005-01-11:27:1,RPM-2005-01-11,3,neutral,neutral,-4.4179688,-3.1660156,8.546875
RPM-2005-01-11:28:1,RPM-2005-01-11,3,neutral,neutral,-5.9570312,-3.6933594,7.609375
RPM-2005-01-11:28:2,RPM-2005-01-11,3,neutral,neutral,-2.8027344,-3.5195312,6.484375
RPM-2005-01-11:29:1,RPM-2005-01-11,3,neutral,neutral,-0.87646484,-2.4082031,3.1035156
RPM-2005-01-11:2:1,RPM-2005-01-11,3,neutral,neutral,-4.4570312,-2.9550781,6.25
RPM-2005-01-11:30:1,RPM-2005-01-11,3,hawkish,hawkish,0.26489258,-1.5712891,-0.6430664
RPM-2005-01-11:31:1,RPM-2005-01-11,3,neutral,neutral,-3.2089844,-2.0566406,5.3085938
RPM-2005-01-11:32:1,RPM-2005-01-11,3,neutral,neutral,-1.1894531,-2.4121094,2.1621094
RPM-2005-01-11:33:1,RPM-2005-01-11,3,neutral,neutral,-1.9042969,-3.4003906,3.2714844
RPM-2005-01-11:34:1,RPM-2005-01-11,3,neutral,neutral,-2.3007812,-2.5566406,3.9804688
RPM-2005-01-11:35:1,RPM-2005-01-11,3,neutral,neutral,-1.9716797,-2.2363281,2.0332031
RPM-2005-01-11:36:1,RPM-2005-01-11,3,neutral,neutral,-1.2558594,-2.0019531,1.7011719
RPM-2005-01-11:37:1,RPM-2005-01-11,3,neutral,neutral,-2.421875,-1.4482422,4.9726562
RPM-2005-01-11:38:1,RPM-2005-01-11,3,hawkish,hawkish,2.2871094,0.0496521,-3.7460938
RPM-2005-01-11:39:1,RPM-2005-01-11,3,hawkish,hawkish,1.4492188,-1.6328125,-2.2851562
RPM-2005-01-11:3:1,RPM-2005-01-11,3,neutral,neutral,-1.8984375,-1.1484375,1.3349609
RPM-2005-01-11:40:1,RPM-2005-01-11,3,neutral,neutral,-2.9375,-2.3046875,6.6835938
RPM-2005-01-11:41:1,RPM-2005-01-11,3,hawkish,hawkish,5.0429688,-0.56933594,-4.4023438
RPM-2005-01-11:42:1,RPM-2005-01-11,3,neutral,neutral,-1.1542969,-1.7138672,0.9638672
RPM-2005-01-11:43:1,RPM-2005-01-11,3,neutral,neutral,-3.1484375,-2.0742188,3.7675781
RPM-2005-01-11:44:1,RPM-2005-01-11,3,neutral,neutral,-1.8525391,-1.1845703,1.4228516
RPM-2005-01-11:46:1,RPM-2005-01-11,3,hawkish,neutral,-0.18530273,-2.8515625,2.171875
RPM-2005-01-11:47:1,RPM-2005-01-11,3,neutral,neutral,-4.2421875,-2.1894531,5.7539062
RPM-2005-01-11:49:1,RPM-2005-01-11,3,neutral,neutral,-4.3867188,-1.9072266,8.0078125
RPM-2005-01-11:4:1,RPM-2005-01-11,3,neutral,neutral,-1.4189453,-1.65625,0.98046875
RPM-2005-01-11:50:1,RPM-2005-01-11,3,hawkish,hawkish,3.6542969,0.52685547,-5.203125
