intervencion_id,archivo_origen,actor,etiqueta_ia_original,es_relevante_ia_original,etiqueta_v2_vigente,es_relevante_v2_vigente,etiqueta_v3,es_relevante_v3,resultado_revision,confianza_revision,cita_literal_espacios_normalizados,fundamento_revision,sha256_texto,n_caracteres_texto
RPM-2015-06-11:6810:1,data/etiquetas/etiquetas_piloto_r4.csv,Consejo del Banco Central de Chile,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: encabezado de acta: lista de asistentes y fecha.,1aa0e2c899744a4e3d4c3af20f70e891a04f0017abbe18d091882805a7338cbd,1568
RPM-2015-06-11:6857:2,data/etiquetas/etiquetas_piloto_r4.csv,Joaquín Vial Ruiz-Tagle,neutral,1,neutral,1,neutral,1,compatible,alta,le parece bastante claro que la única opción relevante es la que plantea la Gerencia de División Estudios en el sentido de mantener la tasa y el sesgo,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,503cff36b9d4d364b9fbadbd212fab38a7aaae13af35a774b085849a3fcf6112,2278
RPM-2015-07-14:6878:1,data/etiquetas/etiquetas_piloto_r4.csv,Diego Gianelli Gómez,neutral,1,neutral,1,neutral,1,compatible,alta,"la inflación global en dólares permanece en niveles históricamente bajos, aunque exhibe un leve repunte frente a la Reunión previa",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,661af3847e3222e234579415e47ef7a6d7f0f9a7bbfe8e774ba9d20925d82186,2316
RPM-2015-08-13:6955:1,data/etiquetas/etiquetas_piloto_r4.csv,Beltrán de Ramón Acevedo,neutral,1,neutral,1,neutral,1,compatible,media,hablar públicamente de un riesgo para el anclaje de las expectativas de inflación sería equivalente a decirle al mercado que no le crea al Banco,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,48bf8b0373612073cbd3a94fbfb911997bead91638e8e677d472ccf2a12e1cd8,1497
RPM-2015-08-13:6962:1,data/etiquetas/etiquetas_piloto_r4.csv,Rodrigo Vergara Montes,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: constancia de fecha de reunión y cesión de la palabra.,c702df73b081bbee4fa858878208563e9bc94d09ec7a1eabedd8046a3c1bdfd7,351
RPM-2015-08-13:6969:1,data/etiquetas/etiquetas_piloto_r4.csv,Pablo García Silva,dovish,1,dovish,1,dovish,1,compatible,alta,"esta es una segunda razón, poderosa, por la cual estima que no corresponde considerar la opción de subir la TPM en esta oportunidad",Compatible con dovish: dirección respaldada en la unidad. No depende solo del menú o fase.,8a50f46b57a85fe25421473bbc088e1510471d435facebc5323dc6b9bf1f4f4c,4589
RPM-2015-09-15:6980:1,data/etiquetas/etiquetas_piloto_r4.csv,Consejo del Banco Central de Chile,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: encabezado de acta: lista de asistentes y fecha.,c2917eadb906cebbf670ba21df95a47ad66c3f51731f9bb24b2f454560ac54ec,1453
RPM-2015-09-15:7045:1,data/etiquetas/etiquetas_piloto_r4.csv,Consejo del Banco Central de Chile,hawkish,1,hawkish,1,hawkish,1,compatible,alta,la convergencia de la inflación a 3% en el horizonte de política requerirá reducir el elevado estímulo monetario actual,Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,75c9fc890578e632345dcb041b37bdf6fe7a4b9c91c404390e962dc07d73383c,1982
RPM-2015-10-15:7075:1,data/etiquetas/etiquetas_piloto_r4.csv,Alberto Naudon Dell'Oro,neutral,1,neutral,1,neutral,1,compatible,alta,la demanda por alimentos no se vería afectada por la evolución de la economía china,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,e8c4fd2b85b5d37dd3d6c7f499f3708145071ad57f96b32acb64d221353c8d7f,425
RPM-2015-10-15:7093:1,data/etiquetas/etiquetas_piloto_r4.csv,Rodrigo Vergara Montes,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: ofrecimiento de la palabra.,1711eabe18c4c8f7f88f2e061d0ecc78e7e83213032bce222706279821a038ef,140
