intervencion_id,archivo_origen,actor,etiqueta_ia_original,es_relevante_ia_original,etiqueta_v2_vigente,es_relevante_v2_vigente,etiqueta_v3,es_relevante_v3,resultado_revision,confianza_revision,cita_literal_espacios_normalizados,fundamento_revision,sha256_texto,n_caracteres_texto
RPM-2007-09-13:1434:1,data/etiquetas/etiquetas_escalado_r15.csv,Igal Magendzo Weinberger,neutral,1,neutral,1,neutral,1,compatible,alta,"los datos del mercado laboral del mes de julio continuaron mostrando un crecimiento importante del empleo en términos anuales de 3,2%",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,19fa0f0d86e6b859f3e4021f2944444edd640ba3899570abc63fc2b6229734b5,8618
RPM-2012-02-14:4648:1,data/etiquetas/etiquetas_escalado_r15.csv,Sebastián Claro Edwards,neutral,1,neutral,1,neutral,1,compatible,media,"no se pueden descartar bajas futuras de la tasa rectora, aunque las condiciones actuales no permiten observar con claridad su oportunidad y la magnitud de ellas",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,124b39b9ea81a9613eaeeecc90bf5da7f7e4cfdce5a5c23b0fb6797274309fbf,6040
RPM-2007-08-09:1398:1,data/etiquetas/etiquetas_escalado_r15.csv,Jorge Desormeaux Jiménez,hawkish,1,hawkish,1,hawkish,1,compatible,alta,el alza de 25 puntos base debe ser acompañada de un Comunicado que explicite un sesgo más marcado que en reuniones anteriores,Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,c9db3271c2e6e1c8c8d5920fb4e379ee17e4d0b86aacd36fdb64341af14ee59c,5579
RPM-2008-01-10:1637:1,data/etiquetas/etiquetas_escalado_r15.csv,Jorge Desormeaux Jiménez,hawkish,1,hawkish,1,hawkish,1,compatible,alta,las únicas opciones a considerar para la Reunión de hoy son un aumento de 25 puntos base o un incremento mayor de 50 puntos base,Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,6cb072a9283df00dc1d4e7e6aaa30861eba8e34c9f6197db325c6be094257cfc,5479
RPM-2014-05-15:6193:1,data/etiquetas/etiquetas_escalado_r15.csv,Miguel Fuentes Díaz,neutral,1,neutral,1,neutral,1,compatible,alta,"las expectativas para la TPM se han ajustado al alza, esperándose solo un recorte adicional",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,fb30a7e63599977a60e9b087f07f094c07823ad9bfc77cf5a984a83927ddcecc,4662
RPM-2011-03-17:3889:2,data/etiquetas/etiquetas_escalado_r15.csv,José De Gregorio Rebeco,hawkish,1,hawkish,1,hawkish,1,compatible,alta,"considera que lo prudente sería apurar el ritmo de normalización de la política monetaria, dado el vigor del crecimiento interno",Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,c2cf12047254a695cca1fecc29c111e4e31b3c7a68952480cf4f6e7ca2e94221,4096
RPM-2007-05-10:1254:1,data/etiquetas/etiquetas_escalado_r15.csv,Pablo García Silva,hawkish,1,hawkish,1,hawkish,1,compatible,media,este cambio en el panorama tiene implícito una modificación entre 50 y 100 puntos base en la Tasa de Política Monetaria,Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,5583b1e99d635489ea653d8d7a2fa0c9a7b2fe352f749ad3d69e4049109cc0a3,3995
RPM-2014-05-15:6212:1,data/etiquetas/etiquetas_escalado_r15.csv,Miguel Fuentes Díaz,neutral,1,neutral,1,neutral,1,compatible,alta,"el IPC del mes de abril registró una variación muy superior a la esperada internamente, debido a las sorpresas provenientes principalmente de los ítems core",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,aa9e933c650e7615884307dbc0e9a07f34ab60403b98370285f90affab911eda,4012
RPM-2011-04-12:3966:1,data/etiquetas/etiquetas_escalado_r15.csv,Sebastián Claro Edwards,hawkish,1,hawkish,1,hawkish,1,compatible,alta,es este espacio el que justifica un alza de 50pb en esta ocasión,Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,df7cb15c805c854f07a2889c6b97992b6de4f74c13df976e4ee0aafa7619d661,4028
RPM-2014-11-18:6492:1,data/etiquetas/etiquetas_escalado_r15.csv,Miguel Fuentes Díaz,neutral,1,neutral,1,neutral,1,compatible,alta,"para esta Reunión, el mercado espera mayoritariamente la mantención de la TPM en 3%",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,f4f16558c833575a1897ff02e2f8378e3f157bb0817c55fb41b26414c28b57d8,3813
