intervencion_id,archivo_origen,actor,etiqueta_ia_original,es_relevante_ia_original,etiqueta_v2_vigente,es_relevante_v2_vigente,etiqueta_v3,es_relevante_v3,resultado_revision,confianza_revision,cita_literal_espacios_normalizados,fundamento_revision,sha256_texto,n_caracteres_texto
RPM-2014-02-18:6015:4,data/etiquetas/etiquetas_escalado_r16.csv,Miguel Ricaurte Bermúdez,neutral,1,neutral,1,neutral,1,compatible,alta,"las proyecciones del WEO muestran correcciones al alza para el crecimiento mundial en el año 2014, en línea con lo contemplado en el IPoM",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,39a1636fefc822c3fb5b6b4104c8b8ef5b18f2f1a1b4eb287cc0e67ce8b09401,8218
RPM-2013-07-11:5641:1,data/etiquetas/etiquetas_escalado_r16.csv,Sergio Lehmann Beresi,neutral,1,neutral,1,neutral,1,compatible,alta,las señales entregadas por el Presidente de la FED el día de ayer contribuyeron a frenar esta alza,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,10fc22695be5e835667068e16862a4c1cb7b536d98e06686748640ad59c4ec7f,6303
RPM-2009-04-09:2497:1,data/etiquetas/etiquetas_escalado_r16.csv,Enrique Marshall Rivera,dovish,1,dovish,1,dovish,1,compatible,alta,"su voto es por bajar la Tasa de Política Monetaria en 50 puntos base hasta 1,75%",Compatible con dovish: dirección respaldada en la unidad. No depende solo del menú o fase.,d745a928d1e98474f91827a17d76432527397f422f223386c40b5226d671ca3c,6324
RPM-2015-12-17:7163:1,data/etiquetas/etiquetas_escalado_r16.csv,Diego Gianelli Gómez,neutral,1,neutral,1,neutral,1,compatible,alta,las reacciones al alza de tasa en Estados Unidos de América han sido bastante acotadas,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,448258212cad8ecb475eec9b1aec10e87cc2cc49e23aa751f42b54679c3a1425,5106
RPM-2007-10-11:1519:1,data/etiquetas/etiquetas_escalado_r16.csv,Vittorio Corbo Lioi,neutral,1,neutral,1,neutral,1,compatible,alta,en esta ocasión lo apropiado es mantener la Tasa de Política Monetaria a la espera de acumular más antecedentes,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,418dff10f45604309c11f7a011e660859f86435e0cce7d3971bc14ce195ebe10,5251
RPM-2010-08-12:3337:1,data/etiquetas/etiquetas_escalado_r16.csv,Felipe Larraín Bascuñán,hawkish,1,hawkish,1,hawkish,1,compatible,media,lo más adecuado sería continuar con el proceso paulatino y gradual de normalización de la política monetaria,Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,c93a353df06ee27c49824dc06429c1d739eb8d97457e6c45481e2a8b89bf939e,4758
RPM-2009-04-09:2494:1,data/etiquetas/etiquetas_escalado_r16.csv,Andrés Velasco Brañes,dovish,1,dovish,1,dovish,1,compatible,alta,su juicio es más bien hacia un recorte más audaz que un recorte menos audaz en la Tasa de Política Monetaria,Compatible con dovish: dirección respaldada en la unidad. No depende solo del menú o fase.,246f63ab4d040664ec4f0287d2f024163f0182f491c081c0f8cf2dc4d1f82d16,4306
RPM-2013-02-14:5393:1,data/etiquetas/etiquetas_escalado_r16.csv,Enrique Marshall Rivera,neutral,1,neutral,1,neutral,1,compatible,alta,la opción de política monetaria que predomina ampliamente es la de mantener la tasa,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,d3760f740022224d278540b2b7551d839dba70f6dfdc713b61d7237e7a485cfa,4462
RPM-2012-11-13:5215:1,data/etiquetas/etiquetas_escalado_r16.csv,Sebastián Claro Edwards,neutral,1,neutral,1,neutral,1,compatible,alta,en esta oportunidad lo más adecuado es mantener la Tasa de Política Monetaria en 5% anual y el tenor del Comunicado,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,0b0965c37b7b35744deda3865966feab389a2dd3836c6f1b537c7141e7d3980d,4435
RPM-2012-06-14:4897:1,data/etiquetas/etiquetas_escalado_r16.csv,Manuel Marfán Lewis,neutral,1,neutral,1,neutral,1,compatible,alta,"la decisión correcta es la de mantener la TPM en su nivel actual del 5% anual, con un sesgo neutral para las próximas decisiones",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,d967f993e5cf2fc9c7fb174074c202eb5a2b2ce3bbc959b088aa86101ed57cac,3986
RPM-2007-06-14:1305:1,data/etiquetas/etiquetas_escalado_r16.csv,Manuel Marfán Lewis,hawkish,1,hawkish,1,hawkish,1,compatible,alta,introducir claramente un sesgo al alza en el Comunicado,Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,474a1b0a1356625d3613b4314d5f18f3a8fa602eaa3e2e2f4fdeb9b18398475a,3964
RPM-2013-11-19:5900:1,data/etiquetas/etiquetas_escalado_r16.csv,Manuel Marfán Lewis,dovish,1,dovish,1,dovish,1,compatible,alta,todo ello apunta en la dirección de recomendar una nueva baja de la tasa rectora,Compatible con dovish: dirección respaldada en la unidad. No depende solo del menú o fase.,0cb94560a6a5c6cf9c6393cc5b61a540265c10800f6e3cc0e9491aa59549ec69,3887
RPM-2008-01-10:1636:1,data/etiquetas/etiquetas_escalado_r16.csv,Manuel Marfán Lewis,hawkish,1,hawkish,1,hawkish,1,compatible,alta,se inclina por un aumento de 25 puntos base en la Tasa de Política Monetaria,Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,b664abe563020e6b616548372c8713363cbf9d8f6f2f7ae0c2c052d19ed790c7,3825
RPM-2007-03-15:1167:1,data/etiquetas/etiquetas_escalado_r16.csv,Vittorio Corbo Lioi,hawkish,1,hawkish,1,hawkish,1,compatible,media,desde el IPoM han surgido una serie de noticias que le imponen un sesgo al alza a las proyecciones de inflación del escenario central,Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,a48d961becea14916be089b6d47169b5e298830468951070746fd0be93a31634,3643
RPM-2006-11-16:979:1,data/etiquetas/etiquetas_escalado_r16.csv,Pablo García Silva,dovish,1,dovish,1,neutral,1,cambio_etiqueta,alta,se dé una señal hacia una mayor neutralidad en el sesgo implícito de los movimientos futuros de la tasa de política monetaria,"Respalda mantener y neutralizar el sesgo futuro, no una baja ni orientación expansiva: N.",67861fc17807c8889d971711958449a8a8f76d46b75e0a8adf995c9c1a1e516c,3420
RPM-2010-01-14:2883:1,data/etiquetas/etiquetas_escalado_r16.csv,Sebastián Claro Edwards,neutral,1,neutral,1,neutral,1,compatible,alta,"la implicancia fundamental es la de no innovar, por lo que vota por mantener la TPM en su nivel actual y continuar con el programa anunciado",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,eb4aa3755fc0ab79df0a247faeb42083e5680aed6c3dbe55ef47247c0fbf3cdc,3553
RPM-2007-09-13:1468:1,data/etiquetas/etiquetas_escalado_r16.csv,Vittorio Corbo Lioi,hawkish,1,hawkish,1,hawkish,1,compatible,alta,su voto es por un aumento de 25 puntos base en la Tasa de Política Monetaria,Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,7aa0bb67f628bf7c759d3ea9189ddf34f87975297741d044d8ae1ca6191fa173,3308
RPM-2014-09-11:6437:1,data/etiquetas/etiquetas_escalado_r16.csv,Rodrigo Vergara Montes,dovish,1,dovish,1,dovish,1,compatible,alta,la de reducir la TPM en 25 puntos base se impone en esta oportunidad,Compatible con dovish: dirección respaldada en la unidad. No depende solo del menú o fase.,20b72a8a8054cdfcd8e63e00a650f7b277627739615dfab5add1dd8f8db8b033,3089
RPM-2011-05-12:4045:1,data/etiquetas/etiquetas_escalado_r16.csv,Beltrán de Ramón Acevedo,hawkish,1,hawkish,1,hawkish,1,compatible,alta,"comunicar a la opinión pública, a los agentes y al mercado, que la tasa rectora de llegada está aún más arriba y que es cercana a 6%",Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,955c79623ff567d595859f7d7496fbb4a339bb8fc6fc0845917759f5f8f7a901,2810
RPM-2011-02-17:3731:1,data/etiquetas/etiquetas_escalado_r16.csv,Sergio Lehmann Beresi,neutral,1,neutral,1,neutral,1,compatible,alta,"se mantienen las expectativas de alzas de la TPM, con trayectorias algo más aceleradas en América Latina y un ligero adelanto en las economías desarrolladas",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,467519abb029e1375cfc366be5a0478433a23960cbf6f70bf394b955fc90789a,2894
RPM-2014-09-11:6397:1,data/etiquetas/etiquetas_escalado_r16.csv,Sergio Lehmann Beresi,neutral,1,neutral,1,neutral,1,compatible,alta,las condiciones financieras internacionales exhibieron mejoras durante el último mes,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,4f2527712fd76c56cc51058fbfb774acb6e0caa10daf34ee3865287899a7e7fd,2858
RPM-2006-03-16:621:1,data/etiquetas/etiquetas_escalado_r16.csv,Manuel Marfán Lewis,dovish,1,dovish,1,hawkish,1,cambio_etiqueta,media,perfectamente podría aprovecharse la ocasión para dar un paso oportuno en la normalización de la política monetaria,"Acepta y respalda la normalización; prefiere pausar solo porque sorprendería menos al mercado y apoyaría cualquiera de las dos opciones. La trayectoria es H, no D.",71113e54bb0cd0a579cd79d26a1ac6d9f7b819e465f27e96b7a4878193a517d5,2820
RPM-2010-07-15:3276:1,data/etiquetas/etiquetas_escalado_r16.csv,José De Gregorio Rebeco,hawkish,1,hawkish,1,hawkish,1,compatible,alta,la vigorosa recuperación de la economía hace anticipar que la inflación irá en aumento,Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,634b690ae89bfec2630e0003795e676bc50553895e5807ccc07a8e47533fb9e1,2612
RPM-2010-01-14:2844:1,data/etiquetas/etiquetas_escalado_r16.csv,Sergio Lehmann Beresi,neutral,1,neutral,1,neutral,1,compatible,alta,"la actividad continúa recuperándose a nivel global, destacando algunas cifras positivas en el caso de la producción industrial en Japón",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,88ea2f739a51318fa95ffbea383e2da4983fc9f9f4065a110773976cbaf3d616,2377
RPM-2015-07-14:6881:1,data/etiquetas/etiquetas_escalado_r16.csv,Sebastián Claro Edwards,neutral,1,neutral,1,neutral,1,compatible,alta,la información disponible no es suficiente para descartar que un descalabro mayor en dicha economía sea inocuo para el resto de Europa,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,bf78ea81c0797f1c385bf4b1e051afb32fa5d992c7af4ff06ca658f8502e7fc6,1860
RPM-2011-02-17:3813:3,data/etiquetas/etiquetas_escalado_r16.csv,Consejo del Banco Central de Chile,hawkish,1,hawkish,1,hawkish,1,compatible,alta,El Consejo reitera que será necesario continuar reduciendo el estímulo monetario en los meses venideros,Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,75c4db98255bd824fdbcc9a56f870da3ce621442831dc5550f03e69319a49b07,1806
RPM-2015-04-16:6698:1,data/etiquetas/etiquetas_escalado_r16.csv,Diego Gianelli Gómez,neutral,1,neutral,1,neutral,1,compatible,alta,los datos de crecimiento mundial para los años 2015 y 2016 coinciden con los contemplados en dicho Informe,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,616fe786ea626bb5427f790d0d955369ce6af429433fe7d5b5ba5db1850c4908,1596
RPM-2009-06-16:2602:1,data/etiquetas/etiquetas_escalado_r16.csv,Consejo del Banco Central de Chile,dovish,1,dovish,1,dovish,1,compatible,alta,será necesario mantener el estímulo monetario por un tiempo más prolongado que el implícito en los precios de activos financieros,Compatible con dovish: dirección respaldada en la unidad. No depende solo del menú o fase.,5b75e4cd36b02537ddffa0398b85bead2fc70ce3b90189a255d4ec331d6e911e,1581
RPM-2009-05-07:2550:1,data/etiquetas/etiquetas_escalado_r16.csv,Consejo del Banco Central de Chile,dovish,1,dovish,1,dovish,1,compatible,alta,El Consejo no descarta que sea necesario reducir nuevamente la TPM,Compatible con dovish: dirección respaldada en la unidad. No depende solo del menú o fase.,5581ccaa75e843f3a9f6a846467dbccf9c09f30378b92aa5a3fd20ba8b3b37da,1576
RPM-2014-05-15:6189:1,data/etiquetas/etiquetas_escalado_r16.csv,Sebastián Claro Edwards,neutral,1,neutral,1,neutral,1,compatible,alta,"sugieren que el rebalanceo se está produciendo, pero a una velocidad distinta de la anticipada",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,1a447d646272d54cb031bb4e69078d7d54a9d37f8f1ac0cc295d279c5c462596,1372
RPM-2010-11-16:3569:1,data/etiquetas/etiquetas_escalado_r16.csv,Enrique Marshall Rivera,hawkish,1,hawkish,1,hawkish,1,compatible,media,"lo lógico es que la inflación adquiera una cierta normalización, por lo que nuevamente es preventivo y protege reaccionar a esa realidad",Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,07e9eced25c8f9e21ae2db5531a250a9a244846aef36a7763d4fd53e2359dc60,1292
RPM-2012-03-15:4689:2,data/etiquetas/etiquetas_escalado_r16.csv,Claudio Soto Gamboa,neutral,1,neutral,1,neutral,1,compatible,alta,"para esta Reunión, el mercado espera unánimemente una mantención de la TPM en 5%",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,d6675174246b5a266cbb6582cbb819ef021445e93a12bbfa3c3b070b7c972da2,1070
RPM-2013-04-11:5492:1,data/etiquetas/etiquetas_escalado_r16.csv,Manuel Marfán Lewis,neutral,1,neutral,1,neutral,1,compatible,alta,reitera la conveniencia de contar con el gráfico antedicho para efectos de favorecer una buena discusión sobre la materia,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,cd292316fad3003bdfe6864ecd0201fc68c4ef46eec6df4dcaadc4d29d2335a0,910
RPM-2008-07-10:1953:1,data/etiquetas/etiquetas_escalado_r16.csv,Manuel Marfán Lewis,neutral,1,neutral,1,neutral,1,compatible,alta,existe un riesgo por menor inflación si efectivamente se obtiene una buena cosecha de perecibles,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,1de55aa92442bf8946b1abe076031cfd39005900b27b55930a33e062f77fbfbe,808
RPM-2015-02-12:6620:1,data/etiquetas/etiquetas_escalado_r16.csv,Sebastián Claro Edwards,neutral,1,neutral,1,neutral,1,compatible,alta,"los últimos datos confirmarían que el mayor deterioro de la actividad, observado mes a mes desde el segundo semestre de 2014, se ha detenido",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,d32c0a3e6b426753595d3eaf3fd83bd2eb8546bdacfea268d2973d1700ee2877,841
RPM-2015-02-12:6624:1,data/etiquetas/etiquetas_escalado_r16.csv,Rodrigo Vergara Montes,neutral,1,neutral,1,neutral,1,compatible,alta,Manifiesta su preocupación por una convergencia de la inflación al interior del rango meta que se ha aplazado más allá de lo previsto,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,f5b39951433fb01cc1aa069f257965b35574d1122791862e3c0d1d38af9ba0b7,796
RPM-2015-10-15:7058:5,data/etiquetas/etiquetas_escalado_r16.csv,Claudio Raddatz Kiefer,neutral,1,neutral,1,neutral,1,compatible,alta,un mercado laboral relativamente dinámico respecto de la situación de crecimiento que exhibe la región,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,e2aaf99b47e9ce9ab0ddf004d48757f2cebe6360604df97a55e20a8825570d4b,749
RPM-2011-08-18:4216:1,data/etiquetas/etiquetas_escalado_r16.csv,José De Gregorio Rebeco,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: apertura de sesion: fijacion de fecha y constancia de asistencia (logistica).,34bf860aa5beaae73ddba43c43a21847bea387d3eac152c165ce15c68a46fb4d,655
RPM-2008-04-10:1761:1,data/etiquetas/etiquetas_escalado_r16.csv,Manuel Marfán Lewis,neutral,1,neutral,1,neutral,1,compatible,alta,"el trigo chileno que es el que se utiliza fundamentalmente para producir el pan chileno, no es el más apropiado para venderlo internacionalmente",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,e6455d1664c6692d479830fd9ac0e433c3c696d9fa0bb0028d72f5c5de1397e4,609
RPM-2008-11-13:2164:1,data/etiquetas/etiquetas_escalado_r16.csv,Claudio Soto Gamboa,neutral,1,neutral,1,neutral,1,compatible,alta,"ello significa una décima más de crecimiento para este año, respecto a la proyección que presentó",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,d701acf89dc94da8333aaf9f0c1439f9746929381968ad4d3be63ea435b23dd5,603
RPM-2010-10-14:3435:1,data/etiquetas/etiquetas_escalado_r16.csv,Sebastián Claro Edwards,neutral,1,neutral,1,neutral,1,compatible,alta,"no le queda claro si los actuales datos de Consensus se están acercando, de alguna manera, hacia la proyección del Banco",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,d4d02dc5ac73ba956d6d0585cbb5aaf76f15349e7ae2898a5abed02a3789a717,586
RPM-2013-12-12:5925:1,data/etiquetas/etiquetas_escalado_r16.csv,Sebastián Claro Edwards,neutral,1,neutral,1,neutral,1,compatible,alta,dicho ciclo se vincularía con la inversión en infraestructura y sus sectores derivados,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,1962836f9031d3e0930adedbe51efe86ee9a5e41c4e2c3a11f5287d59856bbb2,603
RPM-2008-11-13:2147:3,data/etiquetas/etiquetas_escalado_r16.csv,Claudio Soto Gamboa,neutral,1,neutral,1,neutral,1,compatible,alta,"ahora lentamente se han ido corrigiendo a la baja, más o menos en línea con lo que observaba el Banco Central de Chile",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,06676b5b0303d0455f6a59d884f176128f2cfe1da8a5accf182b4fbf294e763a,453
RPM-2014-11-18:6487:1,data/etiquetas/etiquetas_escalado_r16.csv,Rodrigo Vergara Montes,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: apertura de sesion: fijacion de fecha futura y ofrecimiento de la palabra (logistica).,8887b008a3e96c2a094909976891190ae93adc4b86c966d085e014fe150399a9,491
