intervencion_id,archivo_origen,actor,etiqueta_ia_original,es_relevante_ia_original,etiqueta_v2_vigente,es_relevante_v2_vigente,etiqueta_v3,es_relevante_v3,resultado_revision,confianza_revision,cita_literal_espacios_normalizados,fundamento_revision,sha256_texto,n_caracteres_texto
RPM-2009-02-12:2373:1,data/auditoria/meta_hd_300_v1/anotacion_ia_v1/tanda_03/anotaciones_ia.csv,Enrique Marshall Rivera,dovish,1,dovish,1,dovish,1,compatible,alta,"vota por bajar la Tasa de Política Monetaria en 250 puntos base para dejarla en un nivel de 4,75% anual",Compatible con dovish: R1. Voto explícito por recorte de 250 pb. La normalización descrita implica bajar y la disponibilidad a otro monto por consenso no cambia el signo.. No depende solo del menú o fase.,3e7260cc7de9da743e9ed844664b4e5c7666d964084d0d2b96368a9b285c0673,6664
RPM-2009-01-08:2298:1,data/auditoria/meta_hd_300_v1/anotacion_ia_v1/tanda_03/anotaciones_ia.csv,José De Gregorio Rebeco,dovish,1,dovish,1,dovish,1,compatible,alta,el Presidente señor José De Gregorio vota por reducir la Tasa de Política Monetaria en 100 puntos base,Compatible con dovish: R1/R7. Respalda un recorte actual y el inicio de un ciclo de relajamiento. La mención a deshacer alzas anteriores no es una recomendación de alza.. No depende solo del menú o fase.,95bacbc916fb35f1d7cf087ff61a5eed03acc427cb80577b6a7ff905562ce73b,3495
RPM-2013-11-19:5887:1,data/auditoria/meta_hd_300_v1/anotacion_ia_v1/tanda_03/anotaciones_ia.csv,Luis Óscar Herrera Barriga,dovish,1,dovish,1,dovish,1,compatible,alta,recomendar en esta oportunidad la opción de reducir la Tasa de Política Monetaria en 25 puntos base,Compatible con dovish: R5/R1. Presenta alternativas pero concluye con una recomendación inequívoca de recorte; no se etiqueta solo por las expectativas de mercado.. No depende solo del menú o fase.,7ca52e44ff2fbddb1f501e401f5c76f5e3f3b6efac2ecd2ac32fe729c020da2a,4040
RPM-2015-10-15:7106:1,data/auditoria/meta_hd_300_v1/anotacion_ia_v1/tanda_03/anotaciones_ia.csv,Joaquín Vial Ruiz-Tagle,hawkish,1,hawkish,1,hawkish,1,compatible,alta,"su voto es por subir la TPM a 3,25%",Compatible con hawkish: R1. Vota por subir y justifica comenzar a retirar el estímulo. La flexibilidad comunicacional no elimina el alza respaldada.. No depende solo del menú o fase.,5907fbab9db595e8d98a214b3e6598c054f9d239821b3b5311552d279eb66975,4068
RPM-2006-07-13:778:1,data/auditoria/meta_hd_300_v1/anotacion_ia_v1/tanda_03/anotaciones_ia.csv,Manuel Marfán Lewis,hawkish,1,hawkish,1,hawkish,1,compatible,alta,"el Consejero señor Manuel Marfán vota por subir la tasa de política monetaria a 5,25%","Compatible con hawkish: R1. Tras argumentos a favor de mantener, resuelve votar un alza. Pedir una normalización futura más lenta no equivale a bajar.. No depende solo del menú o fase.",67d4f85c573030ddc523c5f9ec84beb92ebcefacfb5e109adc71bc681c54426d,4969
RPM-2015-09-15:7037:1,data/auditoria/meta_hd_300_v1/anotacion_ia_v1/tanda_03/anotaciones_ia.csv,Alberto Naudon Dell'Oro,hawkish,1,hawkish,1,hawkish,1,compatible,alta,"el staff favorece la opción de mantener la tasa en 3%, incluyendo un claro sesgo al alza",Compatible con hawkish: R5/R7. Mantención actual con orientación explícita de alzas próximas y retiro anticipado del estímulo. No convertir mantener en neutral automáticamente.. No depende solo del menú o fase.,5d7c93427e03f72cc21df92caf9c71f4dab268cb3f7b26ef372b0b9666dbc2a1,6667
RPM-2008-05-08:1839:1,data/auditoria/meta_hd_300_v1/anotacion_ia_v1/tanda_03/anotaciones_ia.csv,Pablo García Silva,neutral,1,neutral,1,neutral,1,compatible,alta,"no sería apropiado incorporar un sesgo, cualquiera sea la decisión de política que se adopte","Compatible con N: R5/R9. Expone mantener/subir sujetos a distinta ponderación de riesgos, sin resolver una preferencia propia; recomienda no incorporar sesgo. No tomar el escenario preventivo como adhesión H.. La unidad no adopta una dirección monetaria propia.",e77c9ed8509518c7dfbfd877a74404187969d1fe5c5ec0a74eb6a313567230c8,7350
RPM-2010-07-15:3272:1,data/auditoria/meta_hd_300_v1/anotacion_ia_v1/tanda_03/anotaciones_ia.csv,Rodrigo Vergara Montes,hawkish,1,hawkish,1,hawkish,1,compatible,alta,"su voto es por subir la TPM en 50 puntos base, para llevarla a 1,50%",Compatible con hawkish: R1. Alza de 50 pb explícita. Descartar acelerar aún más el ritmo por riesgos externos no modifica la dirección.. No depende solo del menú o fase.,d72efc4e2107354725a85dd10247190d6192f623a760e3ed2f4abe6f36fb9261,4161
RPM-2013-09-12:5802:1,data/auditoria/meta_hd_300_v1/anotacion_ia_v1/tanda_03/anotaciones_ia.csv,Luis Óscar Herrera Barriga,dovish,1,dovish,1,dovish,1,compatible,alta,"recomendar la opción de mantener la TPM en 5% anual en esta oportunidad, junto con continuar con el sesgo a la baja","Compatible con dovish: R5/R7. La dirección es D, pero la intervención repite casi la misma plantilla que C35 (RPM-2013-08-13:5742:1). Jaccard de trigramas 0,80645, por debajo del filtro automático 0,85; excluir manualmente de la meta para no inflar variedad.. No depende solo del menú o fase.",0aeca804838bc821c714ba09995bcb7d4fd9ba14d4c00615c452304625a6eace,545
RPM-2014-08-14:6375:1,data/auditoria/meta_hd_300_v1/anotacion_ia_v1/tanda_03/anotaciones_ia.csv,Miguel Fuentes Díaz,dovish,1,dovish,1,neutral,1,cambio_etiqueta,alta,"llevan a proponer a título de opciones relevantes en esta ocasión, mantener la tasa de política monetaria en 3,75% anual; reducirla en 25 puntos base, hasta 3,50%; o reducirla en 50 puntos base","La unidad expone tres opciones y argumentos para cada una, pero no concluye con una preferencia. Un menú que incluye recortes no adopta por sí mismo D: N.",a559677455b77b58f5b25e57339943498069fe066ffd990aab26a46b11ba561c,5601
RPM-2005-07-12:309:2,data/auditoria/meta_hd_300_v1/anotacion_ia_v1/tanda_03/anotaciones_ia.csv,María Elena Ovalle Molina,hawkish,1,hawkish,1,hawkish,1,compatible,alta,"En consecuencia, su voto es por aumentar la tasa de política monetaria en 25 pb.",Compatible con hawkish: R1. Voto explícito de alza; rechazar un ajuste mayor no convierte la normalización pausada en D.. No depende solo del menú o fase.,61e1a96358dd36851878570574fa4362c2ca39e56f3a41813feae4d4a89fcf8d,3313
