intervencion_id,archivo_origen,actor,etiqueta_ia_original,es_relevante_ia_original,etiqueta_v2_vigente,es_relevante_v2_vigente,etiqueta_v3,es_relevante_v3,resultado_revision,confianza_revision,cita_literal_espacios_normalizados,fundamento_revision,sha256_texto,n_caracteres_texto
RPM-2009-12-15:2828:1,data/etiquetas/etiquetas_escalado_r13.csv,Manuel Marfán Lewis,neutral,1,neutral,1,neutral,1,compatible,alta,"propone pensar en una posición para el futuro, ya que le parece que este es el momento para hacerlo",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,75ad7d16fe0a8bb5aac36aa03f34732bf06f468ed67c56148fead37136be2fb9,656
RPM-2008-06-10:1879:1,data/etiquetas/etiquetas_escalado_r13.csv,Jorge Desormeaux Jiménez,neutral,1,neutral,1,neutral,1,compatible,alta,los períodos de fuerte crecimiento de la oferta de trabajo corresponden a aquéllos en que las familias necesitan más ingresos,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,7f4124f35c91a777f5c8729e8bbb7f1a0c1a879849627b3b705dfc43406c036a,235
RPM-2013-12-12:5942:2,data/etiquetas/etiquetas_escalado_r13.csv,Rodrigo Vergara Montes,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: suspension de la reunion (logistica).,663f7e18a5b41039e159b0cacd6a8be59c0586c1d41e76e4b2d8c6b3fc891b48,246
RPM-2013-02-14:5398:2,data/etiquetas/etiquetas_escalado_r13.csv,Rodrigo Vergara Montes,neutral,1,neutral,1,neutral,1,compatible,alta,se acuerda por unanimidad de los señores Consejeros mantener la Tasa de Política Monetaria en 5% anual,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,7bfbea25ad161848435a5e53a0388ecac169414225a91e13cc6d3d8672ad3bf3,176
RPM-2011-03-17:3833:1,data/etiquetas/etiquetas_escalado_r13.csv,Sebastián Claro Edwards,neutral,1,neutral,1,neutral,1,compatible,alta,los mercados monetarios muestran tasas muy comprimidas y el financiamiento a largo plazo sugiere una sustitución importante por uno de corto plazo,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,e8e3c5dd00c91b24fb0389df07cae1d3af4674fda83dfe9b9c9ec7dfec49f849,755
RPM-2015-05-14:6804:1,data/etiquetas/etiquetas_escalado_r13.csv,Enrique Marshall Rivera,neutral,1,neutral,1,neutral,1,compatible,alta,"su voto es por mantener la TPM en su actual nivel de 3%, así como también el sesgo del Comunicado",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,36ec62addc968cbb5d33c5603c2379c46932c534f1bb6c673d8e3a1e7a1f443b,3217
RPM-2009-08-13:2680:3,data/etiquetas/etiquetas_escalado_r13.csv,José De Gregorio Rebeco,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: transito procedimental: apertura de la presentacion de opciones.,ea4888ab4b6b281b2e57fab74d0ec8f5046344e4170cb74b5cfea40d22a8e6e1,164
RPM-2010-11-16:3556:1,data/etiquetas/etiquetas_escalado_r13.csv,Claudio Soto Gamboa,neutral,1,neutral,1,neutral,1,compatible,alta,la noticia más importante para esta Reunión es el alza relevante del empleo asalariado,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,c02b24c8d67f5f51f5177c363a266acfded03059eab5504e7d6f220b25a67fcb,2981
RPM-2011-02-17:3813:1,data/etiquetas/etiquetas_escalado_r13.csv,Manuel Marfán Lewis,hawkish,1,hawkish,1,hawkish,1,compatible,alta,su voto es por elevar la TPM en 25 puntos base en esta oportunidad,Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,54bea0875e3eca1ad6f95830c2e5df39b7cf0bdbf19f467625e99b873490fc72,1131
RPM-2012-10-18:5123:1,data/etiquetas/etiquetas_escalado_r13.csv,Claudio Soto Gamboa,neutral,1,neutral,1,neutral,1,compatible,alta,"la percepción sobre la demanda por créditos sigue bastante dinámica, pero que las condiciones de oferta son más restrictivas",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,e495f17d00bfab4fe7c09065061a894b3eaa9d600b6ef80c75056d3ab26edfa9,4288
RPM-2011-08-18:4252:2,data/etiquetas/etiquetas_escalado_r13.csv,Rodrigo Vergara Montes,neutral,1,neutral,1,neutral,1,compatible,alta,"las nulas capacidades que los gobiernos europeos, específicamente el alemán y el francés, han demostrado políticamente para ponerse de acuerdo",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,486980e4e351a074026976caef7b9377f2f08c73c9401ae43cdba65b35809378,225
RPM-2011-05-12:4032:1,data/etiquetas/etiquetas_escalado_r13.csv,Claudio Soto Gamboa,neutral,1,neutral,1,neutral,1,compatible,alta,"llevando a corregir el IPC a septiembre en aproximadamente seis décimas, esto es, desde un 4,7% a un 4,1% anual",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,abbf311d7069d000f9727b5aea6be97a73da5d1a3a6c127067c1e427d1f65489,854
RPM-2006-01-12:567:1,data/etiquetas/etiquetas_escalado_r13.csv,Jorge Desormeaux Jiménez,neutral,1,neutral,1,neutral,1,compatible,alta,"si uno analiza las decisiones previas, éstas aparezcan como inconsistentes, pero había buenas razones para proceder como se hizo",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,cf602af3f318b98398b3982bacca859c0288e85576d6f07d1f143a6d5eaceab5,961
RPM-2013-04-11:5489:1,data/etiquetas/etiquetas_escalado_r13.csv,Claudio Soto Gamboa,neutral,1,neutral,1,neutral,1,compatible,alta,la mayor parte de la corrección a la baja en el primer trimestre responde a la paralización de los puertos y que alrededor de la mitad de la corrección se revertirá en el segundo,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,fa3dfca8674d6acd22cf91b9ebebede4f345f656592c520620457f452ffd5d23,1434
