intervencion_id,archivo_origen,actor,etiqueta_ia_original,es_relevante_ia_original,etiqueta_v2_vigente,es_relevante_v2_vigente,etiqueta_v3,es_relevante_v3,resultado_revision,confianza_revision,cita_literal_espacios_normalizados,fundamento_revision,sha256_texto,n_caracteres_texto
RPM-2011-06-14:4114:1,data/etiquetas/etiquetas_escalado_r11.csv,Enrique Marshall Rivera,hawkish,1,hawkish,1,hawkish,1,compatible,alta,"vota por subir la TPM en 25 puntos base, para dejarla en 5,25%",Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.,900442a20ebcec0007b86f9b5db9f4b8cb5e9d492715a01daf34c42842d93da0,5719
RPM-2011-01-13:3651:1,data/etiquetas/etiquetas_escalado_r11.csv,José De Gregorio Rebeco,neutral,1,neutral,1,neutral,1,compatible,alta,solicita analizar el tipo de cambio real y la inflación doméstica,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,a499b67b949f1ef84e4ecda77297c0c55c22f8ee1507848189ce338b212af714,165
RPM-2011-01-13:3659:1,data/etiquetas/etiquetas_escalado_r11.csv,Luis Óscar Herrera Barriga,neutral,1,neutral,1,neutral,1,compatible,alta,"alimentos representa el 16,5% del IPC total y que 3,5% de este corresponde a frutas y verduras",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,358ba6f006a8d043167d91964d2f9b617f8cf014dcd132417243435d9e40dcc8,165
RPM-2011-02-17:3739:1,data/etiquetas/etiquetas_escalado_r11.csv,Beltrán de Ramón Acevedo,neutral,1,neutral,1,neutral,1,compatible,alta,"los fondos de inversión extranjeros han realizado muy pocos movimientos, no así las AFP y los fondos mutuos",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,20dc9b3f61b213ee5b336e5ce7be16182fa9aa983ad809a204312448c3d035e6,145
RPM-2011-02-17:3781:1,data/etiquetas/etiquetas_escalado_r11.csv,Sebastián Claro Edwards,neutral,1,neutral,1,neutral,1,compatible,alta,"tiene una inflación muy baja, por un efecto de competencia en el sector comercial que ha disminuido los márgenes y los precios",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,ec233fed9400d2e5f4955bcb8372a87e58eedfb7ed2d975ebe967ab9608771d1,231
RPM-2011-08-18:4234:2,data/etiquetas/etiquetas_escalado_r11.csv,Sergio Lehmann Beresi,neutral,1,neutral,1,neutral,1,compatible,alta,"para el año 2012 se espera un crecimiento de 1,5% para Estados Unidos, de 1% para Europa y de 8% para China",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,742caa66afe709c75bc6b31ffdde8dd674ce089943b01aa16068944519e77360,148
RPM-2011-05-12:4021:1,data/etiquetas/etiquetas_escalado_r11.csv,Rodrigo Vergara Montes,neutral,1,neutral,1,neutral,1,compatible,alta,"esta nueva encuesta sugiere que aumentaría en invierno. A su juicio, esto resulta ser muy extraño",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,23b63bb00022f6e63178cf7bcdbd4abba74a4d2ab5b0811133ee0797495c8c1f,215
RPM-2011-02-17:3780:1,data/etiquetas/etiquetas_escalado_r11.csv,Claudio Soto Gamboa,neutral,1,neutral,1,neutral,1,compatible,alta,"si su precio cae por obsolescencia, la caída se reflejará en el índice de precios",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,7db1cb2987b1dffe72f8e8a8397f54a76aad7bf237df112dc72dc5034e2b6a57,540
RPM-2011-10-13:4351:1,data/etiquetas/etiquetas_escalado_r11.csv,Sergio Lehmann Beresi,neutral,1,neutral,1,neutral,1,compatible,alta,"subraya la salida de especuladores, que eventualmente podría acentuarse, y la caída importante de su precio",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,31ad352f1abf1160431d62dc4588eac2d6b8d99c0b8acfe827d5258f0ccac9a9,2970
RPM-2011-09-15:4314:2,data/etiquetas/etiquetas_escalado_r11.csv,José De Gregorio Rebeco,neutral,1,neutral,1,neutral,1,compatible,alta,pregunta si acaso este dato no constituye información nueva,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.,1208e8f6bbc34a038ad5a3bfdfaf0834cee1221fc518a5f8d39ab8035a2447d3,97
