intervencion_id,termino,x_control,x_ampliado,peso_margen_control,peso_margen_ampliado,contrib_control,contrib_ampliado,delta_contrib,componente_coeficientes,componente_representacion,nuevo_en_vocabulario
RPM-2005-03-10:192:1,2005,0.0385566334103358,0.03804035035610688,0.15610778210431225,0.0671720739466597,0.006018990527096547,0.0025552492270772536,-0.0034637413000192935,-0.0034061034970043983,-5.763780301489462e-05,False
RPM-2005-03-10:192:1,actual,0.02597573450883066,0.0251782484475728,-0.4349060290310084,-0.5230360440625493,-0.011297003546399273,-0.0131691314644425,-0.0018721279180432277,-0.002254100643435513,0.00038197272539228515,False
RPM-2005-03-10:192:1,actual es,0.04775444044352034,0.0469356389213338,-0.21222645790160555,-0.16152919562325518,-0.0101347557444015,-0.007581476001026597,0.002553279743374902,0.002400263894358911,0.00015301584901599013,False
RPM-2005-03-10:192:1,actuar,0.04708523645372028,0.045746088620838676,-0.1001806897567589,-0.06955100478410985,-0.004717031465293785,-0.0031816864285222637,0.0015353450367715216,0.0014216971213136587,0.00011364791545786326,False
RPM-2005-03-10:192:1,agrega,0.017689071148179667,0.01734241611532427,0.041075037778446954,0.02879440093695358,0.0007265792656771159,0.000499364482840132,-0.00022721478283698393,-0.00021510448655024622,-1.2110296286737652e-05,False
RPM-2005-03-10:192:1,agrega que,0.01868760077606106,0.01836302024913165,0.02130752684178088,0.03469636999545138,0.0003981865551444063,0.0006371301447978375,0.00023894358965343126,0.00024803247682619585,-9.088887172764617e-06,False
RPM-2005-03-10:192:1,algo,0.021538997451286363,0.020874460236860164,-0.12275302981350426,-0.1425746820936568,-0.002643977196290747,-0.002976169532147018,-0.000332192335856271,-0.00042035240514670165,8.81600692904309e-05,False
RPM-2005-03-10:192:1,algo muy,0.05839783822147446,0.05809574544260108,0.058800260963511194,0.06516544744103744,0.0034338081271276066,0.0037858352461877113,0.00035202711906010464,0.0003707516917285732,-1.8724572668468567e-05,False
RPM-2005-03-10:192:1,ano,0.01852241102092838,0.017984955269612676,0.3178110115462568,0.28257147167977625,0.005886626182836784,0.005082035278629401,-0.0008045909042073826,-0.0006432513949078647,-0.0001613395092995176,False
RPM-2005-03-10:192:1,ano 2005,0.05012362161877108,0.04908400562010115,0.02329410049491971,-0.046162608418297044,0.0011675846791569838,-0.002265845731042221,-0.003433430410199205,-0.0034453176435506314,1.1887233351426591e-05,False
RPM-2005-03-10:192:1,anos,0.02597573450883066,0.02569069353434446,0.343563129982242,0.34615566081926974,0.008924304651441596,0.008892978997286348,-3.132565415524778e-05,6.697340397050372e-05,-9.829905812575212e-05,False
RPM-2005-03-10:192:1,anterior,0.037263122126174435,0.03563528771271854,-0.9573962646598431,-0.9769265154585516,-0.03567557393316295,-0.03481305745254906,0.0008625164806138896,-0.0007118621134903101,0.0015743785941042027,False
RPM-2005-03-10:192:1,anticiclica,0.05839783822147446,0.05809574544260108,0.021894990532125323,0.031543223756768664,0.0012786201149557696,0.0018325270978122392,0.0005539069828564697,0.0005619786321827511,-8.071649326281555e-06,False
RPM-2005-03-10:192:1,banco,0.05251804404741981,0.050813170307891536,-0.6075564807788307,-0.582756311361171,-0.031907678018838,-0.02961169569719385,0.0022959823216441508,0.001281315811072117,0.0010146665105720332,False
RPM-2005-03-10:192:1,banco central,0.06068812099829608,0.058068610423022235,-0.6698124007673467,-0.5857782417257236,-0.04064965602392793,-0.03401532851305399,0.006634327510873936,0.004989811027761194,0.0016445164831127414,False
RPM-2005-03-10:192:1,banco central ha,0.08827838283232148,0.08613320652282747,-0.0008831819132678193,-0.04128833567784837,-7.796587105003869e-05,-0.0035562967439239394,-0.0034783308728739007,-0.0035235635431098366,4.5232670235936226e-05,False
RPM-2005-03-10:192:1,bastante,0.025257730922953282,0.02501378111171178,0.2585692130583147,0.326335988800026,0.006530871608386691,0.008162896992717878,0.0016320253843311872,0.0017033691411249443,-7.134375679375722e-05,False
RPM-2005-03-10:192:1,brechas,0.05406016211862035,0.05262407709797127,-0.7771248389495418,-0.7247488352710041,-0.04201149478001896,-0.0381392385839662,0.003872256196052762,0.002793847052825098,0.0010784091432276637,False
RPM-2005-03-10:192:1,brechas de,0.0390727808298468,0.03804035035610688,-0.5827837016117864,-0.5751902470906018,-0.022770979844284164,-0.02188043852074218,0.000890541323541983,0.0002927775273233382,0.0005977637962186441,False
RPM-2005-03-10:192:1,brechas de capacidad,0.04149523721249407,0.040146194805514214,-0.6574301847492643,-0.6475331009823054,-0.02728022146682452,-0.02599599001505434,0.0012842314517701806,0.0004040060457683524,0.0008802254060018282,False
RPM-2005-03-10:192:1,brechas de capacidad se,0.0,0.05809574544260108,0.0,-0.08419329035089601,0.0,-0.004891271964200656,-0.004891271964200656,-0.002445635982100328,-0.002445635982100328,True
RPM-2005-03-10:192:1,brechas se,0.053344439684746545,0.05192091703171988,-0.1372950140532051,-0.1474917780145386,-0.007323925596177628,-0.007657908369153706,-0.00033398277297607727,-0.0005366829978716906,0.0002027002248956137,False
RPM-2005-03-10:192:1,brechas se estan,0.05839783822147446,0.05809574544260108,-0.16925052049100117,-0.15892947383183909,-0.009883864514533835,-0.009233126255061053,0.0006507382594727815,0.0006011678562449628,4.957040322781834e-05,False
RPM-2005-03-10:192:1,bruta,0.04533198406087306,0.04469683089421365,-0.04911217651998593,-0.0351158926631041,-0.0022263524031987864,-0.0015695691160621218,0.0006567832871366647,0.0006300344247050407,2.6748862431623955e-05,False
RPM-2005-03-10:192:1,bruta de,0.04646222244422802,0.045746088620838676,-0.05821124126547893,-0.0445520754849502,-0.002704623640431307,-0.0020380831933768263,0.0006665404470544809,0.0006297443035901536,3.679614346432749e-05,False
RPM-2005-03-10:192:1,bruta de capital,0.04646222244422802,0.045746088620838676,-0.05821124126547893,-0.0445520754849502,-0.002704623640431307,-0.0020380831933768263,0.0006665404470544809,0.0006297443035901536,3.679614346432749e-05,False
RPM-2005-03-10:192:1,bruta de capital fijo,0.05012362161877108,0.04908400562010115,-0.014560689921793758,-0.01222975661896704,-0.0007298345121482438,-0.0006002854426178474,0.00012954906953039638,0.00011562318111275312,1.3925888417643234e-05,False
RPM-2005-03-10:192:1,cabe,0.036952150798491665,0.0365341517367611,-0.07691770751068588,-0.055086099704520795,-0.0028422747270091396,-0.0020125239251913133,0.0008297508018178263,0.0008021620680374168,2.7588733780409546e-05,False
RPM-2005-03-10:192:1,capacidad,0.030692947567465406,0.02969207293708669,-0.6749588244125027,-0.6165147673826483,-0.020716475807891033,-0.01830560143991663,0.0024108743679744048,0.0017645727910584829,0.0006463015769159228,False
RPM-2005-03-10:192:1,capacidad se,0.05107503987238833,0.049933066285148535,-0.11168088038153695,-0.11598839053642995,-0.005704105418470431,-0.005791655992963252,-8.755057449282098e-05,-0.00021754672150005018,0.0001299961470072298,False
RPM-2005-03-10:192:1,capital,0.0329473596229202,0.03234717407245124,0.08747888549111157,0.1082623124916407,0.002882198299687909,0.0035019798676532137,0.0006197815679653048,0.0006785220872956708,-5.8740519330365756e-05,False
RPM-2005-03-10:192:1,capital fijo,0.04432760306621553,0.04375823787426733,-0.0249221363322947,-0.01080422176553837,-0.001104738566900068,-0.0004727737060627645,0.0006319648608373034,0.000621794188469312,1.0170672367991474e-05,False
RPM-2005-03-10:192:1,central,0.05339769793622721,0.051070846810077314,-1.1234193313495098,-1.0717978239553092,-0.05998800611111947,-0.05473762247859581,0.005250383632523663,0.002696411877541366,0.0025539717549822928,False
RPM-2005-03-10:192:1,central el,0.053344439684746545,0.05311046733221501,0.08333946067859739,0.09956888292744025,0.004445696833528745,0.005288149904022956,0.0008424530704942111,0.0008638508182197867,-2.139774772557573e-05,False
RPM-2005-03-10:192:1,central ha,0.08827838283232148,0.08613320652282747,-0.0008831819132678193,-0.04128833567784837,-7.796587105003869e-05,-0.0035562967439239394,-0.0034783308728739007,-0.0035235635431098366,4.5232670235936226e-05,False
RPM-2005-03-10:192:1,cerca,0.03738223786583023,0.036734348798338735,-0.23884450469644172,-0.23623343201387384,-0.008928542087508791,-0.008677881289426282,0.00025066079808250957,9.676189738199333e-05,0.00015389890070051544,False
RPM-2005-03-10:192:1,cerca de,0.04082603322269402,0.040146194805514214,-0.0785745218297658,-0.06744290792676193,-0.0032078860386793155,-0.002707576119878143,0.0005003099188011723,0.00045067578963800157,4.9634129163170705e-05,False
